No,CP,HighVTL20days,Cycle20,LowVTL20days,HighVTL80days,Cycle80,LowVTL80days,HighVTL360days,Cycle320,LowVTL360days,20 Day FLD
1124,99.12128755,101.7241539,  ,94.36826232,97.6563826,  ,65.40690489,NA,  ,78.17102566,96.1521756
1125,98.10633314,101.9884206,  ,94.74735944,97.15212461,  ,65.38293628,NA,  ,78.4743422,95.6790889
1126,98.29096026,102.2526873,  ,95.12645656,96.64786661,  ,65.35896766,NA,  ,78.77765873,95.44941835
1127,99.63050438,102.516954,  ,95.50555367,96.14360862,  ,65.33499905,NA,  ,79.08097526,95.38661236
1128,99.17803974,102.7812207,  ,95.88465079,95.63935063,  ,65.31103043,NA,  ,79.38429179,95.61184892
1129,102.7840123,103.0454875,  ,96.26374791,95.13509264,  ,65.28706182,NA,  ,79.68760833,95.88742945
1130,104.500211,103.3097542,  ,96.64284502,94.63083464,  ,65.2630932,NA,  ,79.99092486,95.94534938
1131,110.8016037,103.5740209,  ,97.02194214,94.12657665,  ,65.23912459,NA,  ,80.29424139,96.00732475
1132,109.5232168,103.8382876,  ,97.40103926,93.62231866,  ,65.21515597,NA,  ,80.59755792,96.2649545
1133,107.6975716,104.1025543,  ,97.78013637,93.11806066,  ,65.19118736,NA,  ,80.90087446,96.7570313
1134,108.882675,104.366821,  ,98.15923349,92.61380267,  ,65.16721874,NA,  ,81.20419099,97.78815485
1135,113.0825634,104.6310877,  ,98.53833061,92.10954468,  ,65.14325012,NA,  ,81.50750752,98.90882066
1136,112.1181148,104.8953544,  ,98.91742772,91.60528669,  ,65.11928151,NA,  ,81.81082405,100.5618498
1137,117.7597908,105.1596212,  ,99.29652484,91.10102869,  ,65.09531289,NA,  ,82.11414059,101.9695244
1138,118.3174144,105.4238879,  ,99.67562196,90.5967707,  ,65.07134428,NA,  ,82.41745712,102.963374
1139,118.8356382,105.6881546,  ,100.0547191,90.09251271,  ,65.04737566,NA,  ,82.72077365,103.9395128
1140,124.8853796,105.9524213,  ,100.4338162,89.58825471,  ,65.02340705,NA,  ,83.02409019,105.4371358
1141,128.377979,106.216688,  ,100.8129133,89.08399672,  ,64.99943843,NA,  ,83.32740672,106.8198513
1142,130.536372,130.536372,HIGH,101.1920104,88.57973873,HIGH,64.97546982,NA,  ,83.63072325,108.6327799
1143,129.5653717,131.5523705,  ,101.5711075,88.07548074,  ,64.9515012,NA,  ,83.93403978,110.5467174
1144,129.1828036,132.568369,  ,101.9502047,87.57122274,  ,64.92753259,NA,  ,84.23735632,112.15188
1145,122.5292387,133.5843675,  ,102.3293018,87.06696475,  ,64.90356397,NA,  ,84.54067285,114.1903968
1146,122.370085,134.600366,  ,102.7083989,86.56270676,  ,64.87959536,NA,  ,84.84398938,115.9480344
1147,117.8611464,135.6163645,LOW,103.087496,86.05844876,  ,64.85562674,NA,  ,85.14730591,118.0493499
1148,119.8149895,136.632363,  ,103.4665931,85.55419077,  ,64.83165813,NA,  ,85.45062245,120.2361299
1149,118.0573863,137.6483615,  ,103.8456902,85.04993278,  ,64.80768951,NA,  ,85.75393898,122.2661428
1150,121.2592726,138.66436,  ,104.2247874,84.54567479,  ,64.78372089,NA,  ,86.05725551,123.2108103
1151,122.2155302,139.6803585,  ,104.6038845,84.04141679,  ,64.75975228,NA,  ,86.36057204,124.2360073
1152,127.0882271,140.696357,  ,104.9829816,83.5371588,  ,64.73578366,NA,  ,86.66388858,124.2461429
1153,126.7807236,141.7123555,  ,105.3620787,83.03290081,  ,64.71181505,NA,  ,86.96720511,124.3959004
1154,127.4077452,142.728354,  ,105.7411758,82.52864281,  ,64.68784643,NA,  ,87.27052164,124.3180752
1155,124.3484775,143.7443525,  ,106.1202729,82.02438482,  ,64.66387782,NA,  ,87.57383817,123.9554645
1156,125.0764179,144.760351,  ,106.4993701,81.52012683,  ,64.6399092,NA,  ,87.87715471,123.3392196
1157,126.204666,145.7763495,  ,106.8784672,81.01586884,  ,64.61594059,NA,  ,88.18047124,122.9944051
1158,126.8972501,146.792348,  ,107.2575643,80.51161084,  ,64.59197197,NA,  ,88.48378777,122.7159403
1159,126.9038194,147.8083465,  ,107.6366614,80.00735285,  ,64.56800336,NA,  ,88.78710431,122.5384345
1160,124.1809573,148.824345,  ,108.0157585,79.50309486,  ,64.54403474,NA,  ,89.09042084,122.7203583
1161,122.9216359,149.8403435,  ,108.3948556,78.99883686,  ,64.52006613,NA,  ,89.39373737,122.9909916
1162,123.5082569,150.856342,  ,108.7739528,78.49457887,  ,64.49609751,NA,  ,89.6970539,123.8253436
1163,123.1249351,151.8723405,  ,109.1530499,77.99032088,  ,64.4721289,NA,  ,90.00037044,124.5335697
1164,122.865699,152.888339,  ,109.532147,77.48606289,  ,64.44816028,NA,  ,90.30368697,125.418213
1165,123.7973577,153.9043376,  ,109.9112441,76.98180489,  ,64.42419167,NA,  ,90.6070035,125.7103814
1166,123.6140786,154.9203361,  ,110.2903412,76.4775469,  ,64.40022305,NA,  ,90.91032003,125.780992
1167,124.6856745,155.9363346,  ,110.6694383,75.97328891,  ,64.37625443,NA,  ,91.21363657,125.422995
1168,126.6053477,156.9523331,  ,111.0485355,75.46903091,  ,64.35228582,NA,  ,91.5169531,125.0574161
1169,126.7965517,157.9683316,  ,111.4276326,74.96477292,  ,64.3283172,NA,  ,91.82026963,124.6032115
1170,127.1086277,158.9843301,  ,111.8067297,74.46051493,  ,64.30434859,NA,  ,92.12358616,124.5480995
1171,126.0902618,160.0003286,  ,126.0902618,73.95625694,  ,64.28037997,NA,  ,92.4269027,124.4018656
1172,127.5754243,127.5754243,HIGH,126.7367519,73.45199894,  ,64.25641136,NA,  ,92.73021923,124.2499665
1173,104.1050929,127.476726,LOW,104.1050929,72.94774095,LOW,104.1050929,NA,  ,93.03353576,124.2207762
1174,117.575495,127.3780278,  ,103.5760139,72.44348296,  ,104.5342226,NA,  ,93.33685229,124.2100494
1175,121.9303477,127.2793295,  ,103.0469349,71.93922496,  ,104.9633523,NA,  ,93.64016883,124.5028165
1176,121.3934027,127.1806313,  ,102.517856,71.43496697,  ,105.3924819,NA,  ,93.94348536,124.8196791
1177,122.4752613,127.081933,  ,101.988777,70.93070898,  ,105.8216116,NA,  ,94.24680189,125.2263958
1178,123.9068726,126.9832348,  ,101.459698,70.42645099,  ,106.2507413,NA,  ,94.55011843,123.3244116
1179,124.7665289,126.8845365,  ,100.930619,69.92219299,  ,106.679871,NA,  ,94.85343496,122.7953912
1180,125.9335203,126.7858382,  ,100.40154,69.417935,  ,107.1090007,NA,  ,95.15675149,122.6086902
1181,126.7046505,126.68714,  ,99.87246105,68.91367701,  ,107.5381304,NA,  ,95.46006802,122.3866226
1182,127.2552992,126.5884417,  ,99.34338207,68.40941901,  ,107.96726,NA,  ,95.76338456,122.1655813
1183,127.851263,126.4897435,  ,98.81430309,67.90516102,  ,108.3963897,NA,  ,96.06670109,121.8957338
1184,132.4156587,126.3910452,  ,98.28522411,67.40090303,  ,108.8255194,NA,  ,96.37001762,121.6927315
1185,135.3391949,126.292347,  ,97.75614513,66.89664504,  ,109.2546491,NA,  ,96.67333415,121.5752208
1186,141.4939085,126.1936487,  ,97.22706615,66.39238704,  ,109.6837788,NA,  ,96.97665069,121.6366596
1187,138.3279219,126.0949505,  ,96.69798717,65.88812905,  ,110.1129084,NA,  ,97.27996722,121.6046471
1188,143.7471338,125.9962522,  ,96.16890819,65.38387106,  ,110.5420381,NA,  ,97.58328375,123.9792641
1189,152.7755722,125.8975539,  ,95.63982921,64.87961306,  ,110.9711678,NA,  ,97.88660028,125.4632805
1190,165.7727171,125.7988557,  ,95.11075023,64.37535507,  ,111.4002975,NA,  ,98.18991682,126.8041652
1191,166.5001511,125.7001574,  ,94.58167125,63.87109708,  ,111.8294272,NA,  ,98.49323335,128.8142158
1192,179.9106286,125.6014592,  ,94.05259227,63.36683909,  ,112.2585569,NA,  ,98.79654988,130.3994819
1193,190.4027814,125.5027609,  ,93.52351328,62.86258109,  ,112.6876865,NA,  ,99.09986641,132.383508
1194,204.600351,125.4040627,HIGH*,92.9944343,62.3583231,  ,113.1168162,NA,  ,99.40318295,135.1844123
1195,194.4100438,125.3053644,  ,92.46535532,61.85406511,  ,113.5459459,NA,  ,99.70649948,139.168332
1196,185.6437876,125.2066661,  ,91.93627634,61.34980711,  ,113.9750756,NA,  ,100.009816,143.147882
1197,179.808218,125.1079679,LOW*,91.40719736,60.84554912,  ,114.4042053,NA,  ,100.3131325,148.413415
1198,194.5461333,125.0092696,  ,90.87811838,60.34129113,  ,114.8333349,NA,  ,100.6164491,154.6685668
1199,196.2746873,124.9105714,  ,90.3490394,59.83703314,  ,115.2624646,NA,  ,100.9197656,161.8870361
1200,204.4281742,124.8118731,  ,89.81996042,59.33277514,  ,115.6915943,NA,  ,101.2230821,167.7941209
1201,197.9005994,124.7131749,  ,89.29088144,58.82851715,  ,116.120724,NA,  ,101.5263987,172.2091089
1202,203.2836499,124.6144766,  ,88.76180246,58.32425916,  ,116.5498537,NA,  ,101.8297152,176.3571385
1203,203.0371098,124.5157783,  ,88.23272348,57.82000116,  ,116.9789834,NA,  ,102.1330317,181.4370384
1204,204.7928814,124.4170801,  ,87.7036445,57.31574317,  ,117.408113,NA,  ,102.4363483,185.7869499
1205,210.2753826,124.3183818,  ,87.17456552,56.81148518,  ,117.8372427,NA,  ,102.7396648,189.6524956
1206,228.7910389,124.2196836,  ,86.64548653,56.30722719,  ,118.2663724,NA,  ,103.0429813,192.7925405
1207,243.6416689,124.1209853,  ,86.11640755,55.80296919,  ,118.6955021,NA,  ,103.3462979,195.1298426
1208,263.209584,124.0222871,  ,85.58732857,55.2987112,  ,119.1246318,NA,  ,103.6496144,196.3932754
1209,290.1242262,123.9235888,  ,85.05824959,54.79445321,  ,119.5537614,NA,  ,103.9529309,196.4125285
1210,333.7506565,123.8248905,  ,84.52917061,54.29019521,  ,119.9828911,NA,  ,104.2562475,197.9990624
1211,331.0511485,123.7261923,  ,84.00009163,53.78593722,  ,120.4120208,NA,  ,104.559564,202.3137875
1212,327.5586535,123.627494,  ,83.47101265,53.28167923,  ,120.8411505,NA,  ,104.8628805,208.6971326
1213,342.6976929,123.5287958,  ,82.94193367,52.77742124,  ,121.2702802,NA,  ,105.1661971,215.5634776
1214,354.6454883,123.4300975,  ,82.41285469,52.27316324,  ,121.6994099,NA,  ,105.4695136,224.9484315
1215,394.5044952,123.3313993,  ,81.88377571,51.76890525,  ,122.1285395,NA,  ,105.7728301,237.8806798
1216,416.7063033,123.232701,  ,81.35469673,51.26464726,  ,122.5576692,NA,  ,106.0761467,251.1957347
1217,408.3987973,123.1340028,  ,80.82561775,50.76038926,  ,122.9867989,NA,  ,106.3794632,263.623235
1218,435.7984428,123.0353045,  ,80.29653877,50.25613127,  ,123.4159286,NA,  ,106.6827797,277.5892933
1219,485.3365769,122.9366062,  ,79.76745978,49.75187328,  ,123.8450583,NA,  ,106.9860963,292.574554
1220,657.7785039,122.837908,HIGH*,79.2383808,49.24761529,  ,124.274188,NA,  ,107.2894128,310.9974653
1221,546.8783973,122.7392097,LOW*,78.70930182,48.74335729,  ,124.7033176,NA,  ,107.5927293,329.7889917
1222,595.3390996,122.6405115,  ,78.18022284,48.2390993,  ,125.1324473,NA,  ,107.8960459,346.2647046
1223,720.7644253,122.5418132,  ,77.65114386,47.73484131,  ,125.561577,NA,  ,108.1993624,363.5235905
1224,802.9169337,122.443115,  ,77.12206488,47.23058331,  ,125.9907067,NA,  ,108.5026789,383.0448255
1225,834.29534,122.3444167,  ,76.5929859,46.72632532,  ,126.4198364,NA,  ,108.8059955,415.4476103
1226,807.1666955,122.2457184,  ,76.06390692,46.22206733,  ,126.848966,NA,  ,109.109312,437.0303351
1227,816.2433866,122.1470202,  ,75.53482794,45.71780934,  ,127.2780957,NA,  ,109.4126285,463.8083798
1228,916.0971601,122.0483219,  ,75.00574896,45.21355134,  ,127.7072254,NA,  ,109.7159451,501.615053
1229,962.9105609,121.9496237,  ,74.47666998,44.70929335,  ,128.1363551,NA,  ,110.0192616,546.4421975
1230,1007.387164,121.8509254,  ,73.947591,44.20503536,  ,128.5654848,NA,  ,110.3225781,590.421282
1231,1128.725488,121.7522272,  ,73.41851202,43.70077736,  ,128.9946145,NA,  ,110.6258947,629.4673212
1232,1119.296715,121.6535289,  ,72.88943303,43.19651937,  ,129.4237441,NA,  ,110.9292112,670.2517802
1233,964.4857937,121.5548306,  ,72.36035405,42.69226138,  ,129.8528738,NA,  ,111.2325277,718.2816519
1234,1040.808218,121.4561324,  ,71.83127507,42.18800339,  ,130.2820035,NA,  ,111.5358443,766.0390503
1235,1053.621027,121.3574341,  ,71.30219609,41.68374539,  ,130.7111332,NA,  ,111.8391608,800.9999163
1236,1134.932231,121.2587359,HIGH,70.77311711,1134.932231,HIGH,131.1402629,1134.932231,HIGH,112.1424773,859.1846254
1237,1027.411773,121.1600376,  ,70.24403813,1136.17358,  ,131.5693925,1136.17358,  ,112.4457939,911.5803869
1238,824.5817103,121.0613394,  ,69.71495915,1137.414928,  ,131.9985222,1137.414928,  ,112.7491104,935.9525238
1239,703.748376,120.9626411,  ,69.18588017,1138.656277,  ,132.4276519,1138.656277,  ,113.0524269,959.7416522
1240,783.5733483,120.8639428,  ,68.65680119,1139.897625,  ,132.8567816,1139.897625,  ,113.3557434,981.6742209
1241,896.0792899,120.7652446,  ,68.12772221,1141.138974,  ,133.2859113,1141.138974,  ,113.65906,1014.450774
1242,977.1653673,120.6665463,  ,67.59864323,1142.380323,  ,133.715041,1142.380323,  ,113.9623765,1035.567613
1243,875.4640343,120.5678481,  ,67.06956425,1143.621671,  ,134.1441706,1143.621671,  ,114.265693,1026.416068
1244,873.324806,120.4691498,  ,66.54048527,1144.86302,  ,134.5733003,1144.86302,  ,114.5690096,1000.49985
1245,879.1561353,120.3704516,  ,66.01140628,1146.104368,  ,135.00243,1146.104368,  ,114.8723261,978.118468
1246,852.8561205,120.2717533,  ,65.4823273,1147.345717,  ,135.4315597,1147.345717,  ,115.1756426,954.8538482
1247,864.0616579,120.1730551,  ,64.95324832,1148.587066,  ,135.8606894,1148.587066,  ,115.4789592,940.6407135
1248,677.8941068,120.0743568,  ,64.42416934,1149.828414,  ,136.289819,1149.828414,  ,115.7822757,931.7385375
1249,682.6267727,119.9756585,  ,63.89509036,1151.069763,  ,136.7189487,1151.069763,  ,116.0855922,914.9901963
1250,526.1209763,119.8769603,LOW,526.1209763,1152.311111,LOW,526.1209763,1152.311111,  ,116.3889088,897.5437071
1251,685.525129,119.778262,  ,533.1397673,1153.55246,  ,533.1397673,1153.55246,  ,116.6922253,869.3360961
1252,600.2169543,119.6795638,  ,540.1585582,1154.793809,  ,540.1585582,1154.793809,  ,116.9955418,853.0010846
1253,597.0335025,119.5808655,  ,547.1773492,1156.035157,  ,547.1773492,1156.035157,  ,117.2988584,838.3323242
1254,615.0130353,119.4821673,  ,554.1961402,1157.276506,  ,554.1961402,1157.276506,  ,117.6021749,836.2201639
1255,657.9266342,119.383469,  ,561.2149312,1158.517854,  ,561.2149312,1158.517854,  ,117.9054914,810.4749267
1256,650.6647452,119.2847707,  ,568.2337221,1159.759203,  ,568.2337221,1159.759203,  ,118.208808,789.4195106
1257,678.2901581,119.1860725,  ,575.2525131,1161.000552,  ,575.2525131,1161.000552,  ,118.5121245,751.7246693
1258,749.996595,119.0873742,  ,582.2713041,1162.2419,  ,582.2713041,1162.2419,  ,118.815441,723.8816161
1259,722.5705675,118.988676,  ,589.290095,1163.483249,  ,589.290095,1163.483249,  ,119.1187576,698.0504391
1260,715.8523631,118.8899777,  ,596.308886,1164.724597,  ,596.308886,1164.724597,  ,119.4220741,675.927489
1261,727.2712157,118.7912795,  ,603.327677,1165.965946,  ,603.327677,1165.965946,  ,119.7253906,655.7083514
1262,735.7419971,118.6925812,  ,610.346468,1167.207295,  ,610.346468,1167.207295,  ,120.0287072,637.1312014
1263,729.5575829,118.5938829,  ,617.3652589,1168.448643,  ,617.3652589,1168.448643,  ,120.3320237,644.3414503
1264,752.4045499,118.4951847,  ,624.3840499,1169.689992,  ,624.3840499,1169.689992,  ,120.6353402,648.3358297
1265,784.9549213,118.3964864,  ,631.4028409,1170.93134,  ,631.4028409,1170.93134,  ,120.9386568,667.3089684
1266,807.222939,118.2977882,  ,638.4216318,1172.172689,  ,638.4216318,1172.172689,  ,121.2419733,671.4835771
1267,828.6020626,118.1990899,  ,645.4404228,1173.414038,  ,645.4404228,1173.414038,  ,121.5452898,685.0360814
1268,902.4873803,118.1003917,  ,652.4592138,1174.655386,  ,652.4592138,1174.655386,  ,121.8486064,698.2884894
1269,914.4599608,118.0016934,HIGH,659.4780048,1175.896735,HIGH,659.4780048,1175.896735,  ,122.1519229,712.0276409
1270,803.3517962,117.9029951,LOW*,666.4967957,1177.138083,  ,666.4967957,1177.138083,  ,122.4552394,724.7304696
1271,820.6900095,117.8042969,  ,673.5155867,1178.379432,  ,673.5155867,1178.379432,  ,122.758556,740.386289
1272,831.3347505,117.7055986,  ,680.5343777,1179.620781,  ,680.5343777,1179.620781,  ,123.0618725,755.4174794
1273,853.2988548,117.6069004,  ,687.5531686,1180.862129,  ,687.5531686,1180.862129,  ,123.365189,770.6665579
1274,889.5558371,117.5082021,HIGH*,694.5719596,1182.103478,  ,694.5719596,1182.103478,  ,123.6685056,789.8554973
1275,845.1913322,117.4095039,  ,701.5907506,1183.344826,  ,701.5907506,1183.344826,  ,123.9718221,798.6054406
1276,822.8770122,117.3108056,  ,708.6095415,1184.586175,  ,708.6095415,1184.586175,  ,124.2751386,807.94732
1277,815.2936027,117.2121074,  ,715.6283325,1185.827524,  ,715.6283325,1185.827524,  ,124.5784552,817.5065953
1278,841.0898574,117.1134091,  ,722.6471235,1187.068872,  ,722.6471235,1187.068872,  ,124.8817717,829.8807225
1279,815.8548003,117.0147108,  ,729.6659145,1188.310221,  ,729.6659145,1188.310221,  ,125.1850882,843.5958512
1280,792.8295065,116.9160126,  ,736.6847054,1189.551569,  ,736.6847054,1189.551569,  ,125.4884048,849.6194923
1281,809.7835284,116.8173143,  ,743.7034964,1190.792918,  ,743.7034964,1190.792918,  ,125.7917213,851.1848996
1282,838.4284747,116.7186161,  ,750.7222874,1192.034267,  ,750.7222874,1192.034267,  ,126.0950378,849.8540536
1283,828.8852166,116.6199178,  ,757.7410783,1193.275615,  ,757.7410783,1193.275615,  ,126.3983544,843.7143013
1284,823.8179638,116.5212196,  ,764.7598693,1194.516964,  ,764.7598693,1194.516964,  ,126.7016709,833.8537853
1285,818.9763863,116.4225213,  ,771.7786603,1195.758312,  ,771.7786603,1195.758312,  ,127.0049874,832.8015563
1286,810.9224252,116.323823,  ,778.7974513,1196.999661,  ,778.7974513,1196.999661,  ,127.308304,831.7109082
1287,781.042514,116.2251248,  ,785.8162422,1198.24101,  ,785.8162422,1198.24101,  ,127.6116205,832.4202806
1288,804.4032408,116.1264265,  ,792.8350332,1199.482358,  ,792.8350332,1199.482358,  ,127.914937,829.9789168
1289,814.4993814,116.0277283,  ,799.8538242,1200.723707,  ,799.8538242,1200.723707,  ,128.2182535,823.4051295
1290,742.701375,115.92903,LOW,742.701375,1201.965055,  ,806.8726151,1201.965055,  ,128.5215701,820.7836349
1291,790.1764019,115.8303318,  ,748.115885,1203.206404,  ,813.8914061,1203.206404,  ,128.8248866,819.5881762
1292,793.3844249,115.7316335,  ,753.5303949,1204.447753,  ,820.9101971,1204.447753,  ,129.1282031,816.1630673
1293,799.4744798,115.6329352,  ,758.9449049,1205.689101,  ,827.9289881,1205.689101,  ,129.4315197,812.4944057
1294,803.2375988,115.534237,  ,764.3594149,1206.93045,  ,834.947779,1206.93045,  ,129.7348362,812.3588638
1295,813.2195492,115.4355387,  ,769.7739248,1208.171798,  ,841.96657,1208.171798,  ,130.0381527,807.3460506
1296,814.4908704,814.4908704,HIGH,775.1884348,814.4908704,  ,848.985361,1209.413147,  ,130.3414693,805.385338
1297,806.9974284,810.7883115,  ,780.6029448,809.1501811,  ,856.0041519,1210.654496,  ,130.6447858,800.880933
1298,800.0782319,807.0857526,  ,786.0174547,803.8094917,  ,863.0229429,1211.895844,  ,130.9481023,797.9398593
1299,784.4736928,803.3831937,  ,791.4319647,798.4688024,  ,870.0417339,1213.137193,  ,131.2514189,795.8818228
1300,763.5693822,799.6806348,  ,796.8464747,793.128113,  ,877.0605249,1214.378541,  ,131.5547354,795.3061391
1301,711.5712734,795.9780759,  ,802.2609846,787.7874237,  ,884.0793158,1215.61989,  ,131.8580519,795.6629836
1302,677.6823009,792.275517,  ,807.6754946,782.4467343,  ,891.0981068,1216.861239,  ,132.1613685,798.2584751
1303,687.4060546,788.5729581,  ,813.0900046,777.106045,  ,898.1168978,1218.102587,  ,132.464685,797.8259742
1304,685.4574988,784.8703992,  ,818.5045145,771.7653557,  ,905.1356887,1219.343936,  ,132.7680015,794.8234053
1305,671.8996917,781.1678403,  ,823.9190245,766.4246663,  ,912.1544797,1220.585284,  ,133.0713181,796.910206
1306,653.7657809,777.4652814,  ,829.3335345,761.083977,  ,919.1732707,1221.826633,  ,133.3746346,789.0496932
1307,612.918415,773.7627225,  ,834.7480444,755.7432876,  ,926.1920617,1223.067982,  ,133.6779511,777.4794808
1308,668.7886027,770.0601636,  ,840.1625544,750.4025983,  ,933.2108526,1224.30933,  ,133.9812677,766.2726383
1309,654.3770602,766.3576047,  ,845.5770644,745.0619089,  ,940.2296436,1225.550679,  ,134.2845842,754.4946283
1310,623.2503219,762.6550457,  ,850.9915743,739.7212196,  ,947.2484346,1226.792027,  ,134.5879007,740.3626425
1311,631.3345963,758.9524868,  ,856.4060843,734.3805303,  ,954.2672255,1228.033376,  ,134.8912173,724.2901336
1312,627.2717614,755.2499279,  ,861.8205943,729.0398409,  ,961.2860165,1229.274725,  ,135.1945338,704.8822322
1313,623.5401369,751.547369,  ,867.2351043,723.6991516,  ,968.3048075,1230.516073,  ,135.4978503,691.7532693
1314,563.7685611,747.8448101,  ,872.6496142,718.3584622,  ,975.3235985,1231.757422,  ,135.8011669,678.743606
1315,580.324316,744.1422512,  ,878.0641242,713.0177729,  ,982.3423894,1232.99877,  ,136.1044834,664.7117
1316,607.1246333,740.4396923,  ,883.4786342,707.6770835,  ,989.3611804,1234.240119,  ,136.4077999,656.6880323
1317,610.0823237,736.7371334,  ,888.8931441,702.3363942,  ,996.3799714,1235.481468,  ,136.7111165,651.6469784
1318,542.2666508,733.0345745,  ,894.3076541,696.9957048,  ,1003.398762,1236.722816,  ,137.014433,645.2603866
1319,533.7076444,729.3320156,LOW,533.7076444,691.6550155,LOW,533.7076444,1237.964165,  ,137.3177495,633.0914928
1320,587.5785883,725.6294567,  ,527.6954611,686.3143262,  ,533.8175961,1239.205513,  ,137.6210661,623.9339552
1321,585.3939257,721.9268978,  ,521.6832777,680.9736368,  ,533.9275478,1240.446862,  ,137.9243826,619.2698405
1322,551.2947703,718.2243389,  ,515.6710944,675.6329475,  ,534.0374995,1241.688211,  ,138.2276991,618.9862314
1323,567.5342354,714.52178,  ,509.658911,670.2922581,  ,534.1474512,1242.929559,  ,138.5310157,606.3340362
1324,558.5277072,710.8192211,  ,503.6467277,664.9515688,  ,534.257403,1244.170908,  ,138.8343322,594.2670946
1325,676.5057328,707.1166622,HIGH,497.6345444,659.6108794,HIGH,534.3673547,1245.412256,  ,139.1376487,590.6999212
1326,674.5113994,703.4141033,  ,491.622361,654.2701901,  ,534.4773064,1246.653605,  ,139.4409653,586.1058542
1327,670.3388511,699.7115444,  ,485.6101777,648.9295008,  ,534.5872581,1247.894954,  ,139.7442818,578.5081551
1328,667.712834,696.0089855,  ,479.5979943,643.5888114,  ,534.6972098,1249.136302,  ,140.0475983,572.9075649
1329,631.7702952,692.3064266,  ,473.585811,638.2481221,  ,534.8071615,1250.377651,  ,140.3509149,572.3834795
1330,621.5241145,688.6038677,  ,467.5736277,632.9074327,  ,534.9171132,1251.618999,  ,140.6542314,582.0016212
1331,640.5788893,684.9013088,  ,461.5614443,627.5667434,  ,535.0270649,1252.860348,  ,140.9575479,588.7402978
1332,628.1512412,681.1987499,  ,455.549261,622.226054,  ,535.1370167,1254.101697,  ,141.2608645,594.7659505
1333,633.7338382,677.496191,  ,449.5370776,616.8853647,  ,535.2469684,1255.343045,  ,141.564181,607.3105689
1334,634.6468237,673.7936321,  ,443.5248943,611.5446754,  ,535.3569201,1256.584394,  ,141.8674975,617.1168339
1335,643.4321009,670.0910732,  ,437.512711,606.203986,  ,535.4668718,1257.825742,  ,142.170814,620.5113866
1336,628.30859,666.3885143,  ,431.5005276,600.8632967,  ,535.5768235,1259.067091,  ,142.4741306,626.0298829
1337,636.2186501,662.6859553,  ,425.4883443,595.5226073,  ,535.6867752,1260.30844,  ,142.7774471,633.71553
1338,634.168901,658.9833964,  ,419.4761609,634.168901,  ,535.7967269,1261.549788,  ,143.0807636,640.3354903
1339,622.7602086,655.2808375,  ,413.4639776,629.8755208,  ,535.9066786,1262.791137,  ,143.3840802,647.9474019
1340,614.3095137,651.5782786,  ,407.4517943,625.5821406,  ,536.0166303,1264.032485,  ,143.6873967,644.6400388
1341,610.5112035,647.8757197,  ,401.4396109,621.2887603,  ,536.1265821,1265.273834,  ,143.9907132,640.0197578
1342,586.6075957,644.1731608,  ,395.4274276,616.9953801,  ,536.2365338,1266.515183,  ,144.2940298,636.6077377
1343,569.694518,640.4706019,  ,389.4152442,612.7019999,  ,536.3464855,1267.756531,  ,144.5973463,633.2533444
1344,564.7000267,636.768043,  ,383.4030609,608.4086197,  ,536.4564372,1268.99788,  ,144.9006628,632.3523358
1345,558.9588617,633.0654841,LOW*,377.3908776,604.1152394,  ,536.5663889,1270.239228,  ,145.2039794,631.6308757
1346,585.0232505,629.3629252,HIGH*,371.3786942,599.8218592,  ,536.6763406,1271.480577,  ,145.5072959,628.6241071
1347,583.7711891,625.6603663,  ,365.3665109,595.528479,  ,536.7862923,1272.721926,  ,145.8106124,624.4697425
1348,579.2438504,621.9578074,  ,359.3543275,591.2350988,  ,536.896244,1273.963274,  ,146.113929,618.0658105
1349,483.1640126,618.2552485,  ,353.3421442,586.9417185,  ,537.0061957,1275.204623,  ,146.4172455,611.0711308
1350,498.6613289,614.5526896,  ,347.3299609,582.6483383,  ,537.1161475,1276.445971,  ,146.720562,602.6238069
1351,489.5170235,610.8501307,  ,341.3177775,578.3549581,  ,537.2260992,1277.68732,  ,147.0238786,598.295273
1352,458.9663283,607.1475718,  ,335.3055942,574.0615779,  ,537.3360509,1278.928669,  ,147.3271951,593.0505269
1353,455.3553541,603.4450129,  ,329.2934108,569.7681976,  ,537.4460026,1280.170017,  ,147.6305116,587.5580218
1354,479.0084659,599.742454,  ,323.2812275,565.4748174,  ,537.5559543,1281.411366,  ,147.9338282,573.5984022
1355,439.0114925,596.0398951,  ,317.2690442,561.1814372,  ,537.665906,1282.652714,  ,148.2371447,562.0335837
1356,449.4411515,592.3373362,  ,311.2568608,556.888057,  ,537.7758577,1283.894063,  ,148.5404612,549.9341657
1357,449.7198697,588.6347773,  ,305.2446775,552.5946767,  ,537.8858094,1285.135412,  ,148.8437778,537.170039
1358,461.6753315,584.9322184,  ,299.2324941,548.3012965,  ,537.9957612,1286.37676,  ,149.1470943,525.7361226
1359,458.6334805,581.2296595,  ,293.2203108,544.0079163,  ,538.1057129,1287.618109,  ,149.4504108,517.1669665
1360,448.6552751,577.5271006,  ,287.2081275,539.7145361,  ,538.2156646,1288.859457,  ,149.7537274,505.1722296
1361,452.8030988,573.8245417,  ,281.1959441,535.4211559,  ,538.3256163,1290.100806,  ,150.0570439,491.6140197
1362,442.8379849,570.1219828,  ,275.1837608,531.1277756,  ,538.435568,1291.342155,  ,150.3603604,478.2088877
