"","CP","VTL20days","start_end_20","Upcross20","VTL80days","start_end_80","Upcross80","VTL360days","start_end_360","Upcross360"
"331","19.54232911","33.0473994959615",NA,NA,"30.2254705554701",NA,NA,NA,NA,NA
"332","19.25773551","33.8508951291538",NA,NA,"30.4645804005641",NA,NA,NA,NA,NA
"333","19.46414262","34.6543907623462",NA,NA,"30.7036902456581",NA,NA,NA,NA,NA
"334","17.92936254","35.4578863955385",NA,NA,"30.9428000907521",NA,NA,NA,NA,NA
"335","15.43636891","36.2613820287308",NA,NA,"31.1819099358462",NA,NA,NA,NA,NA
"336","16.87540454","37.0648776619231",NA,NA,"31.4210197809402",NA,NA,NA,NA,NA
"337","17.51071679","37.8683732951154",NA,NA,"31.6601296260342",NA,NA,NA,NA,NA
"338","17.51071679","38.6718689283077",NA,NA,"31.8992394711282",NA,NA,NA,NA,NA
"339","17.51071679","39.4753645615",NA,NA,"32.1383493162222",NA,NA,NA,NA,NA
"340","17.51071679","40.2788601946923",NA,NA,"32.3774591613162",NA,NA,NA,NA,NA
"341","17.51071679","41.0823558278846",NA,NA,"32.6165690064102",NA,NA,NA,NA,NA
"342","17.51071679","41.8858514610769",NA,NA,"32.8556788515043",NA,NA,NA,NA,NA
"343","17.51071679","42.6893470942692",NA,NA,"33.0947886965983",NA,NA,NA,NA,NA
"344","16.36134202","43.4928427274615",NA,NA,"33.3338985416923",NA,NA,NA,NA,NA
"345","16.75228581","44.2963383606538",NA,NA,"33.5730083867863",NA,NA,NA,NA,NA
"346","16.96183531","45.0998339938461",NA,NA,"33.8121182318803",NA,NA,NA,NA,NA
"347","16.85456832","45.9033296270384",NA,NA,"34.0512280769743",NA,NA,NA,NA,NA
"348","16.18526278","46.7068252602307",NA,NA,"34.2903379220683",NA,NA,NA,NA,NA
"349","15.4203574","47.510320893423",NA,NA,"34.5294477671624",NA,NA,NA,NA,NA
"350","15.38284407","48.3138165266153",NA,NA,"34.7685576122564",NA,NA,NA,NA,NA
"351","15.45755056","49.1173121598077",NA,NA,"35.0076674573504",NA,NA,NA,NA,NA
"352","13.85279681","49.920807793",NA,NA,"35.2467773024444",NA,NA,NA,NA,NA
"353","12.96481771","50.7243034261923",NA,NA,"35.4858871475384",NA,NA,NA,NA,NA
"354","14.71478358","51.5277990593846",NA,NA,"35.7249969926324",NA,NA,NA,NA,NA
"355","14.79728916","52.3312946925769",NA,NA,"35.9641068377264",NA,NA,NA,NA,NA
"356","14.2990377","53.1347903257692",NA,NA,"36.2032166828204",NA,NA,NA,NA,NA
"357","14.38150067","53.9382859589615",NA,NA,"36.4423265279145",NA,NA,NA,NA,NA
"358","14.62293755","54.7417815921538",NA,NA,"36.6814363730085",NA,NA,NA,NA,NA
"359","14.31015543","55.5452772253461",NA,NA,"36.9205462181025",NA,NA,NA,NA,NA
"360","14.02127262","56.3487728585384",NA,NA,"37.1596560631965",NA,NA,NA,NA,NA
"361","13.97145452","57.1522684917307",NA,NA,"37.3987659082905",NA,NA,NA,NA,NA
"362","13.99797455","57.955764124923",NA,NA,"37.6378757533845",NA,NA,NA,NA,NA
"363","13.80639041","58.7592597581153","END",NA,"37.8769855984785",NA,NA,NA,NA,NA
"364","13.7130793","13.7130793","START",NA,"38.1160954435726",NA,NA,NA,NA,NA
"365","13.25813531","13.5275611283871",NA,NA,"38.3552052886666",NA,NA,NA,NA,NA
"366","13.63052125","13.3420429567742",NA,"Upcross","38.5943151337606",NA,NA,NA,NA,NA
"367","13.82479484","13.1565247851613",NA,NA,"38.8334249788546",NA,NA,NA,NA,NA
"368","13.67833059","12.9710066135484",NA,NA,"39.0725348239486",NA,NA,NA,NA,NA
"369","13.61180844","12.7854884419355",NA,NA,"39.3116446690426",NA,NA,NA,NA,NA
"370","13.69854733","12.5999702703226",NA,NA,"39.5507545141366",NA,NA,NA,NA,NA
"371","13.68171834","12.4144520987097",NA,NA,"39.7898643592306",NA,NA,NA,NA,NA
"372","13.99251518","12.2289339270968","END",NA,"40.0289742043247",NA,NA,NA,NA,NA
"373","14.03342538","14.03342538","START",NA,"40.2680840494187",NA,NA,NA,NA,NA
"374","13.87803232","13.9909885033333",NA,NA,"40.5071938945127",NA,NA,NA,NA,NA
"375","13.87822476","13.9485516266667",NA,NA,"40.7463037396067",NA,NA,NA,NA,NA
"376","13.49159108","13.90611475",NA,NA,"40.9854135847007",NA,NA,NA,NA,NA
"377","13.51231639","13.8636778733333",NA,NA,"41.2245234297947",NA,NA,NA,NA,NA
"378","13.54028067","13.8212409966667",NA,NA,"41.4636332748887",NA,NA,NA,NA,NA
"379","13.3729061","13.77880412",NA,NA,"41.7027431199828",NA,NA,NA,NA,NA
"380","13.01911385","13.7363672433333",NA,NA,"41.9418529650768",NA,NA,NA,NA,NA
"381","12.21415644","13.6939303666667",NA,NA,"42.1809628101708",NA,NA,NA,NA,NA
"382","9.286356914","13.65149349",NA,NA,"42.4200726552648",NA,NA,NA,NA,NA
"383","10.76850375","13.6090566133333",NA,NA,"42.6591825003588",NA,NA,NA,NA,NA
"384","9.73015396","13.5666197366667",NA,NA,"42.8982923454528",NA,NA,NA,NA,NA
"385","6.964169736","13.52418286",NA,NA,"43.1374021905468",NA,NA,NA,NA,NA
"386","8.501793292","13.4817459833333",NA,NA,"43.3765120356409",NA,NA,NA,NA,NA
"387","7.775337638","13.4393091066667",NA,NA,"43.6156218807349",NA,NA,NA,NA,NA
"388","9.802499481","13.39687223",NA,NA,"43.8547317258289",NA,NA,NA,NA,NA
"389","10.05125313","13.3544353533333",NA,NA,"44.0938415709229",NA,NA,NA,NA,NA
"390","9.438412995","13.3119984766667",NA,NA,"44.3329514160169",NA,NA,NA,NA,NA
"391","9.452993285","13.2695616",NA,NA,"44.5720612611109",NA,NA,NA,NA,NA
"392","10.00402474","13.2271247233333",NA,NA,"44.8111711062049",NA,NA,NA,NA,NA
"393","10.80682077","13.1846878466667",NA,NA,"45.0502809512989",NA,NA,NA,NA,NA
"394","11.13069655","13.14225097",NA,NA,"45.289390796393",NA,NA,NA,NA,NA
"395","10.99196557","13.0998140933333",NA,NA,"45.528500641487",NA,NA,NA,NA,NA
"396","10.96396406","13.0573772166667",NA,NA,"45.767610486581",NA,NA,NA,NA,NA
"397","10.85847146","13.01494034","END",NA,"46.006720331675",NA,NA,NA,NA,NA
"398","11.67047304","11.67047304","START",NA,"46.245830176769",NA,NA,NA,NA,NA
"399","11.45973174","11.5744838347826",NA,NA,"46.484940021863",NA,NA,NA,NA,NA
"400","11.35448134","11.4784946295652",NA,NA,"46.724049866957",NA,NA,NA,NA,NA
"401","10.92089582","11.3825054243478",NA,NA,"46.9631597120511",NA,NA,NA,NA,NA
"402","10.91724505","11.2865162191304",NA,NA,"47.2022695571451",NA,NA,NA,NA,NA
"403","10.87044429","11.190527013913",NA,NA,"47.4413794022391",NA,NA,NA,NA,NA
"404","9.546093674","11.0945378086957",NA,NA,"47.6804892473331",NA,NA,NA,NA,NA
"405","8.126920163","10.9985486034783",NA,NA,"47.9195990924271",NA,NA,NA,NA,NA
"406","8.596497607","10.9025593982609",NA,NA,"48.1587089375211",NA,NA,NA,NA,NA
"407","9.0308664","10.8065701930435",NA,NA,"48.3978187826151",NA,NA,NA,NA,NA
"408","8.961157271","10.7105809878261",NA,NA,"48.6369286277091",NA,NA,NA,NA,NA
"409","8.809948738","10.6145917826087",NA,NA,"48.8760384728032",NA,NA,NA,NA,NA
"410","8.199151764","10.5186025773913",NA,NA,"49.1151483178972",NA,NA,NA,NA,NA
"411","8.234281665","10.4226133721739",NA,NA,"49.3542581629912",NA,NA,NA,NA,NA
"412","8.621424438","10.3266241669565",NA,NA,"49.5933680080852",NA,NA,NA,NA,NA
"413","8.449653441","10.2306349617391",NA,NA,"49.8324778531792",NA,NA,NA,NA,NA
"414","8.203470602","10.1346457565217",NA,NA,"50.0715876982732",NA,NA,NA,NA,NA
"415","7.597332525","10.0386565513044",NA,NA,"50.3106975433672",NA,NA,NA,NA,NA
"416","6.846530029","9.94266734608696",NA,NA,"50.5498073884613",NA,NA,NA,NA,NA
"417","7.162970274","9.84667814086957",NA,NA,"50.7889172335553",NA,NA,NA,NA,NA
"418","6.67818","9.75068893565218",NA,NA,"51.0280270786493",NA,NA,NA,NA,NA
"419","4.986777042","9.65469973043479",NA,NA,"51.2671369237433",NA,NA,NA,NA,NA
"420","4.742846655","9.5587105252174",NA,NA,"51.5062467688373",NA,NA,NA,NA,NA
"421","5.852903973","9.46272132000001",NA,NA,"51.7453566139313",NA,NA,NA,NA,NA
"422","6.090629472","9.36673211478262",NA,NA,"51.9844664590253",NA,NA,NA,NA,NA
"423","5.802523277","9.27074290956523",NA,NA,"52.2235763041193",NA,NA,NA,NA,NA
"424","5.59743261","9.17475370434783",NA,NA,"52.4626861492134",NA,NA,NA,NA,NA
"425","4.867755185","9.07876449913044",NA,NA,"52.7017959943074",NA,NA,NA,NA,NA
"426","4.831168101","8.98277529391305",NA,NA,"52.9409058394014",NA,NA,NA,NA,NA
"427","4.775285635","8.88678608869566",NA,NA,"53.1800156844954",NA,NA,NA,NA,NA
"428","5.236732278","8.79079688347827",NA,NA,"53.4191255295894",NA,NA,NA,NA,NA
"429","5.520376692","8.69480767826088",NA,NA,"53.6582353746834",NA,NA,NA,NA,NA
"430","6.146665552","8.59881847304349",NA,NA,"53.8973452197774",NA,NA,NA,NA,NA
"431","5.597067498","8.5028292678261",NA,NA,"54.1364550648715",NA,NA,NA,NA,NA
"432","5.475048777","8.40684006260871",NA,NA,"54.3755649099655",NA,NA,NA,NA,NA
"433","5.56342142","8.31085085739132",NA,NA,"54.6146747550595",NA,NA,NA,NA,NA
"434","5.457889687","8.21486165217392",NA,NA,"54.8537846001535",NA,NA,NA,NA,NA
"435","5.341154881","8.11887244695653",NA,NA,"55.0928944452475",NA,NA,NA,NA,NA
"436","4.873826081","8.02288324173914",NA,NA,"55.3320042903415",NA,NA,NA,NA,NA
"437","4.911157793","7.92689403652175",NA,NA,"55.5711141354355",NA,NA,NA,NA,NA
"438","4.763415321","7.83090483130436",NA,NA,"55.8102239805295",NA,NA,NA,NA,NA
"439","4.777660978","7.73491562608697",NA,NA,"56.0493338256236",NA,NA,NA,NA,NA
"440","5.14368591","7.63892642086958",NA,NA,"56.2884436707176",NA,NA,NA,NA,NA
"441","5.034070545","7.54293721565219",NA,NA,"56.5275535158116",NA,NA,NA,NA,NA
"442","5.007062597","7.4469480104348",NA,NA,"56.7666633609056",NA,NA,NA,NA,NA
"443","5.02284486","7.35095880521741",NA,NA,"57.0057732059996",NA,NA,NA,NA,NA
"444","4.956805621","7.25496960000002",NA,NA,"57.2448830510936",NA,NA,NA,NA,NA
"445","4.885067131","7.15898039478262",NA,NA,"57.4839928961876",NA,NA,NA,NA,NA
"446","4.730166296","7.06299118956523",NA,NA,"57.7231027412817",NA,NA,NA,NA,NA
"447","4.276035757","6.96700198434784",NA,NA,"57.9622125863757",NA,NA,NA,NA,NA
"448","3.981252994","6.87101277913045",NA,NA,"58.2013224314697",NA,NA,NA,NA,NA
"449","4.111634643","6.77502357391306",NA,NA,"58.4404322765637",NA,NA,NA,NA,NA
"450","4.074962484","6.67903436869567",NA,NA,"58.6795421216577",NA,NA,NA,NA,NA
"451","4.008924496","6.58304516347828",NA,NA,"58.9186519667517",NA,NA,NA,NA,NA
"452","4.166235342","6.48705595826089",NA,NA,"59.1577618118457",NA,NA,NA,NA,NA
"453","4.03698109","6.3910667530435","END",NA,"59.3968716569398",NA,NA,NA,NA,NA
"454","3.986280885","3.986280885","START",NA,"59.6359815020338",NA,NA,NA,NA,NA
"455","3.83733856","3.84906316794643",NA,NA,"59.8750913471278",NA,NA,NA,NA,NA
"456","3.609741717","3.71184545089286",NA,NA,"60.1142011922218",NA,NA,NA,NA,NA
"457","2.581246722","3.57462773383929",NA,NA,"60.3533110373158",NA,NA,NA,NA,NA
"458","2.422274738","3.43741001678571",NA,NA,"60.5924208824098",NA,NA,NA,NA,NA
"459","2.217254713","3.30019229973214",NA,NA,"60.8315307275038",NA,NA,NA,NA,NA
"460","2.356123508","3.16297458267857",NA,NA,"61.0706405725978",NA,NA,NA,NA,NA
"461","2.570092305","3.025756865625",NA,NA,"61.3097504176919",NA,NA,NA,NA,NA
"462","3.155486139","2.88853914857143",NA,"Upcross","61.5488602627859",NA,NA,NA,NA,NA
"463","3.14775093","2.75132143151786",NA,NA,"61.7879701078799",NA,NA,NA,NA,NA
"464","2.522935998","2.61410371446429",NA,NA,"62.0270799529739",NA,NA,NA,NA,NA
"465","2.801923831","2.47688599741072",NA,NA,"62.2661897980679",NA,NA,NA,NA,NA
"466","2.777505239","2.33966828035714",NA,NA,"62.5052996431619",NA,NA,NA,NA,NA
"467","3.045407828","2.20245056330357",NA,NA,"62.7444094882559",NA,NA,NA,NA,NA
"468","3.179639437","2.06523284625",NA,NA,"62.98351933335",NA,NA,NA,NA,NA
"469","3.569188969","1.92801512919643",NA,NA,"63.222629178444",NA,NA,NA,NA,NA
"470","3.257403723","1.79079741214286",NA,NA,"63.461739023538",NA,NA,NA,NA,NA
"471","3.265098213","1.65357969508929",NA,NA,"63.700848868632",NA,NA,NA,NA,NA
"472","3.171007743","1.51636197803572",NA,NA,"63.939958713726",NA,NA,NA,NA,NA
"473","3.255800567","1.37914426098214",NA,NA,"64.17906855882",NA,NA,NA,NA,NA
"474","3.168316385","1.24192654392857",NA,NA,"64.418178403914",NA,NA,NA,NA,NA
"475","3.120118172","1.104708826875",NA,NA,"64.657288249008",NA,NA,NA,NA,NA
"476","2.977817598","0.967491109821431",NA,NA,"64.896398094102",NA,NA,NA,NA,NA
"477","2.962720577","0.83027339276786",NA,NA,"65.135507939196",NA,NA,NA,NA,NA
"478","3.017757687","0.693055675714288",NA,NA,"65.3746177842901",NA,NA,NA,NA,NA
"479","3.056567111","0.555837958660717",NA,NA,"65.6137276293841",NA,NA,NA,NA,NA
"480","2.919567224","0.418620241607146",NA,NA,"65.8528374744781",NA,NA,NA,NA,NA
"481","2.856702085","0.281402524553574",NA,NA,"66.0919473195721",NA,NA,NA,NA,NA
"482","3.067861733","0.144184807500003",NA,NA,"66.3310571646661",NA,NA,NA,NA,NA
"483","3.025522996","0.00696709044643162","END",NA,"66.5701670097601",NA,NA,NA,NA,NA
"484","2.986373303","2.986373303","START",NA,"66.8092768548541",NA,NA,NA,NA,NA
"485","2.224224464","2.92784937246296",NA,NA,"67.0483866999481",NA,NA,NA,NA,NA
"486","2.322384116","2.86932544192593",NA,NA,"67.2874965450421","END",NA,NA,NA,NA
"487","2.546780931","2.81080151138889",NA,NA,"2.546780931","START",NA,NA,NA,NA
"488","2.279095836","2.75227758085185",NA,NA,"2.38228937572671",NA,NA,NA,NA,NA
"489","2.105066003","2.69375365031482",NA,NA,"2.21779782045342",NA,NA,NA,NA,NA
"490","2.203456722","2.63522971977778",NA,NA,"2.05330626518013",NA,"Upcross",NA,NA,NA
"491","2.20198951","2.57670578924074",NA,NA,"1.88881470990683",NA,NA,NA,NA,NA
"492","2.279879165","2.51818185870371",NA,NA,"1.72432315463354",NA,NA,NA,NA,NA
"493","2.322458596","2.45965792816667",NA,NA,"1.55983159936025",NA,NA,NA,NA,NA
"494","2.330323568","2.40113399762963",NA,NA,"1.39534004408696",NA,NA,NA,NA,NA
"495","2.438879","2.34261006709259",NA,"Upcross","1.23084848881367",NA,NA,NA,NA,NA
"496","2.496161003","2.28408613655556",NA,NA,"1.06635693354037",NA,NA,NA,NA,NA
"497","2.471799969","2.22556220601852",NA,NA,"0.901865378267082",NA,NA,NA,NA,NA
"498","2.477564951","2.16703827548148",NA,NA,"0.73737382299379",NA,NA,NA,NA,NA
"499","2.541240252","2.10851434494445",NA,NA,"0.572882267720498",NA,NA,NA,NA,NA
"500","2.757698483","2.04999041440741",NA,NA,"0.408390712447206",NA,NA,NA,NA,NA
"501","2.966041546","1.99146648387037",NA,NA,"0.243899157173914",NA,NA,NA,NA,NA
"502","3.08258945","1.93294255333334",NA,NA,"0.0794076019006221",NA,NA,NA,NA,NA
"503","3.100402333","1.8744186227963",NA,NA,"-0.0850839533726699",NA,NA,NA,NA,NA
"504","2.803856185","1.81589469225926",NA,NA,"-0.249575508645962",NA,NA,NA,NA,NA
"505","2.819693976","1.75737076172222",NA,NA,"-0.414067063919254",NA,NA,NA,NA,NA
"506","2.874796227","1.69884683118519",NA,NA,"-0.578558619192546",NA,NA,NA,NA,NA
"507","3.025360451","1.64032290064815",NA,NA,"-0.743050174465838",NA,NA,NA,NA,NA
"508","2.985502421","1.58179897011111",NA,NA,"-0.90754172973913",NA,NA,NA,NA,NA
"509","2.991880483","1.52327503957408",NA,NA,"-1.07203328501242",NA,NA,NA,NA,NA
"510","2.955791952","1.46475110903704",NA,NA,"-1.23652484028571",NA,NA,NA,NA,NA
"511","3.068975267","1.4062271785",NA,NA,"-1.40101639555901",NA,NA,NA,NA,NA
"512","3.249268847","1.34770324796297",NA,NA,"-1.5655079508323",NA,NA,NA,NA,NA
"513","3.187335357","1.28917931742593",NA,NA,"-1.72999950610559",NA,NA,NA,NA,NA
"514","3.241088409","1.23065538688889",NA,NA,"-1.89449106137888",NA,NA,NA,NA,NA
"515","3.155086504","1.17213145635185",NA,NA,"-2.05898261665217",NA,NA,NA,NA,NA
"516","3.203138541","1.11360752581482",NA,NA,"-2.22347417192546",NA,NA,NA,NA,NA
"517","3.209137777","1.05508359527778",NA,NA,"-2.38796572719876",NA,NA,NA,NA,NA
"518","3.192541704","0.996559664740743",NA,NA,"-2.55245728247205",NA,NA,NA,NA,NA
"519","3.194010809","0.938035734203706",NA,NA,"-2.71694883774534",NA,NA,NA,NA,NA
"520","3.525773919","0.879511803666669",NA,NA,"-2.88144039301863",NA,NA,NA,NA,NA
"521","3.952550827","0.820987873129632",NA,NA,"-3.04593194829192",NA,NA,NA,NA,NA
"522","3.888993251","0.762463942592595",NA,NA,"-3.21042350356522",NA,NA,NA,NA,NA
"523","3.903060421","0.703940012055557",NA,NA,"-3.37491505883851",NA,NA,NA,NA,NA
"524","3.937965076","0.64541608151852",NA,NA,"-3.5394066141118",NA,NA,NA,NA,NA
"525","3.939419119","0.586892150981483",NA,NA,"-3.70389816938509",NA,NA,NA,NA,NA
"526","4.233866878","0.528368220444446",NA,NA,"-3.86838972465838",NA,NA,NA,NA,NA
"527","3.999121964","0.469844289907409",NA,NA,"-4.03288127993167",NA,NA,NA,NA,NA
"528","4.095518546","0.411320359370372",NA,NA,"-4.19737283520497",NA,NA,NA,NA,NA
"529","4.207295876","0.352796428833335",NA,NA,"-4.36186439047826",NA,NA,NA,NA,NA
"530","4.173352227","0.294272498296298",NA,NA,"-4.52635594575155",NA,NA,NA,NA,NA
"531","4.31063509","0.235748567759261",NA,NA,"-4.69084750102484",NA,NA,NA,NA,NA
"532","4.714306331","0.177224637222224",NA,NA,"-4.85533905629813",NA,NA,NA,NA,NA
"533","5.294842777","0.118700706685187",NA,NA,"-5.01983061157143",NA,NA,NA,NA,NA
"534","5.204877892","0.06017677614815",NA,NA,"-5.18432216684472",NA,NA,NA,NA,NA
"535","4.870508829","0.00165284561111294",NA,NA,"-5.34881372211801",NA,NA,NA,NA,NA
"536","5.585706267","-0.0568710849259241",NA,NA,"-5.5133052773913",NA,NA,NA,NA,NA
"537","6.874000877","-0.115395015462961",NA,NA,"-5.6777968326646",NA,NA,NA,NA,NA
"538","6.68331664","-0.173918945999998",NA,NA,"-5.84228838793789",NA,NA,NA,NA,NA
"539","6.796227981","-0.232442876537035",NA,NA,"-6.00677994321118",NA,NA,NA,NA,NA
"540","7.096650566","-0.290966807074072",NA,NA,"-6.17127149848447",NA,NA,NA,NA,NA
"541","6.288538342","-0.349490737611109",NA,NA,"-6.33576305375776",NA,NA,NA,NA,NA
"542","6.528474555","-0.408014668148146",NA,NA,"-6.50025460903106",NA,NA,NA,NA,NA
"543","6.889127721","-0.466538598685183",NA,NA,"-6.66474616430435",NA,NA,NA,NA,NA
"544","6.773564196","-0.52506252922222",NA,NA,"-6.82923771957764",NA,NA,NA,NA,NA
"545","6.45436889","-0.583586459759257",NA,NA,"-6.99372927485093",NA,NA,NA,NA,NA
"546","6.761727143","-0.642110390296294",NA,NA,"-7.15822083012423",NA,NA,NA,NA,NA
"547","7.046922558","-0.700634320833331",NA,NA,"-7.32271238539752",NA,NA,NA,NA,NA
"548","6.715607667","-0.759158251370368",NA,NA,"-7.48720394067081",NA,NA,NA,NA,NA
"549","5.59962195","-0.817682181907405",NA,NA,"-7.6516954959441",NA,NA,NA,NA,NA
"550","5.900231288","-0.876206112444442",NA,NA,"-7.81618705121739",NA,NA,NA,NA,NA
"551","6.315706342","-0.934730042981479",NA,NA,"-7.98067860649069",NA,NA,NA,NA,NA
"552","6.501491988","-0.993253973518516",NA,NA,"-8.14517016176398",NA,NA,NA,NA,NA
"553","6.180568326","-1.05177790405555",NA,NA,"-8.30966171703727",NA,NA,NA,NA,NA
"554","6.302967227","-1.11030183459259",NA,NA,"-8.47415327231056",NA,NA,NA,NA,NA
"555","6.374876077","-1.16882576512963",NA,NA,"-8.63864482758385",NA,NA,NA,NA,NA
"556","6.274476476","-1.22734969566666",NA,NA,"-8.80313638285715",NA,NA,NA,NA,NA
"557","5.810465072","-1.2858736262037",NA,NA,"-8.96762793813044",NA,NA,NA,NA,NA
"558","5.367226954","-1.34439755674074",NA,NA,"-9.13211949340373",NA,NA,NA,NA,NA
"559","5.303137197","-1.40292148727778",NA,NA,"-9.29661104867702",NA,NA,NA,NA,NA
"560","5.659796775","-1.46144541781481",NA,NA,"-9.46110260395032",NA,NA,NA,NA,NA
"561","5.391429457","-1.51996934835185",NA,NA,"-9.62559415922361",NA,NA,NA,NA,NA
"562","5.503481939","-1.57849327888889",NA,NA,"-9.7900857144969",NA,NA,NA,NA,NA
"563","5.538220296","-1.63701720942592",NA,NA,"-9.95457726977019",NA,NA,NA,NA,NA
"564","6.075232652","-1.69554113996296",NA,NA,"-10.1190688250435",NA,NA,NA,NA,NA
"565","6.099572913","-1.7540650705",NA,NA,"-10.2835603803168",NA,NA,NA,NA,NA
"566","5.951610928","-1.81258900103703",NA,NA,"-10.4480519355901",NA,NA,NA,NA,NA
"567","5.895413239","-1.87111293157407",NA,NA,"-10.6125434908634",NA,NA,NA,NA,NA
"568","5.678115717","-1.92963686211111",NA,NA,"-10.7770350461367",NA,NA,NA,NA,NA
"569","5.482664058","-1.98816079264815",NA,NA,"-10.9415266014099",NA,NA,NA,NA,NA
"570","5.6620277","-2.04668472318518",NA,NA,"-11.1060181566832",NA,NA,NA,NA,NA
"571","5.61852819","-2.10520865372222",NA,NA,"-11.2705097119565",NA,NA,NA,NA,NA
"572","5.835699854","-2.16373258425926","END",NA,"-11.4350012672298",NA,NA,NA,NA,NA
"573","5.937834155","5.937834155","START",NA,"-11.5994928225031",NA,NA,NA,NA,NA
"574","5.612132853","5.89517690873077",NA,NA,"-11.7639843777764",NA,NA,NA,NA,NA
"575","5.519097169","5.85251966246154",NA,NA,"-11.9284759330497",NA,NA,NA,NA,NA
"576","5.348354559","5.80986241619231",NA,NA,"-12.092967488323",NA,NA,NA,NA,NA
"577","4.483654092","5.76720516992308",NA,NA,"-12.2574590435963",NA,NA,NA,NA,NA
"578","4.325520322","5.72454792365385",NA,NA,"-12.4219505988696",NA,NA,NA,NA,NA
"579","4.255239045","5.68189067738461",NA,NA,"-12.5864421541429",NA,NA,NA,NA,NA
"580","4.391538373","5.63923343111538",NA,NA,"-12.7509337094162",NA,NA,NA,NA,NA
"581","4.270081278","5.59657618484615",NA,NA,"-12.9154252646895",NA,NA,NA,NA,NA
"582","4.389551458","5.55391893857692",NA,NA,"-13.0799168199627",NA,NA,NA,NA,NA
"583","4.365135939","5.51126169230769",NA,NA,"-13.244408375236",NA,NA,NA,NA,NA
"584","4.315115602","5.46860444603846",NA,NA,"-13.4088999305093",NA,NA,NA,NA,NA
"585","4.419310288","5.42594719976923",NA,NA,"-13.5733914857826",NA,NA,NA,NA,NA
"586","5.039515118","5.3832899535",NA,NA,"-13.7378830410559",NA,NA,NA,NA,NA
"587","5.025608759","5.34063270723077",NA,NA,"-13.9023745963292",NA,NA,NA,NA,NA
"588","4.772567381","5.29797546096154",NA,NA,"-14.0668661516025",NA,NA,NA,NA,NA
"589","4.926420852","5.2553182146923",NA,NA,"-14.2313577068758",NA,NA,NA,NA,NA
"590","4.952515756","5.21266096842307",NA,NA,"-14.3958492621491",NA,NA,NA,NA,NA
"591","4.857257776","5.17000372215384",NA,NA,"-14.5603408174224",NA,NA,NA,NA,NA
"592","4.872748756","5.12734647588461",NA,NA,"-14.7248323726957",NA,NA,NA,NA,NA
"593","4.922072124","5.08468922961538",NA,NA,"-14.889323927969",NA,NA,NA,NA,NA
"594","4.714823587","5.04203198334615",NA,NA,"-15.0538154832422",NA,NA,NA,NA,NA
"595","4.628193252","4.99937473707692",NA,NA,"-15.2183070385155",NA,NA,NA,NA,NA
"596","4.834144482","4.95671749080769",NA,NA,"-15.3827985937888",NA,NA,NA,NA,NA
"597","4.982392904","4.91406024453846",NA,"Upcross","-15.5472901490621",NA,NA,NA,NA,NA
"598","4.987841352","4.87140299826923",NA,NA,"-15.7117817043354",NA,NA,NA,NA,NA
"599","4.949112885","4.828745752",NA,NA,"-15.8762732596087",NA,NA,NA,NA,NA
"600","4.934979495","4.78608850573076",NA,NA,"-16.040764814882",NA,NA,NA,NA,NA
"601","4.872297847","4.74343125946153",NA,NA,"-16.2052563701553",NA,NA,NA,NA,NA
"602","4.841423805","4.7007740131923",NA,NA,"-16.3697479254286",NA,NA,NA,NA,NA
"603","4.892028752","4.65811676692307",NA,NA,"-16.5342394807019",NA,NA,NA,NA,NA
"604","4.910839379","4.61545952065384",NA,NA,"-16.6987310359752",NA,NA,NA,NA,NA
"605","5.290880279","4.57280227438461","END",NA,"-16.8632225912485",NA,NA,NA,NA,NA
"606","5.390543292","5.390543292","START",NA,"-17.0277141465218",NA,NA,NA,NA,NA
"607","5.340820899","5.4080947007",NA,NA,"-17.1922057017951",NA,NA,NA,NA,NA
"608","5.339574791","5.4256461094",NA,NA,"-17.3566972570684",NA,NA,NA,NA,NA
"609","5.236003554","5.4431975181",NA,NA,"-17.5211888123416",NA,NA,NA,NA,NA
"610","5.270148985","5.4607489268",NA,NA,"-17.6856803676149",NA,NA,NA,NA,NA
"611","4.678672553","5.4783003355",NA,NA,"-17.8501719228882",NA,NA,NA,NA,NA
"612","4.830830216","5.4958517442",NA,NA,"-18.0146634781615",NA,NA,NA,NA,NA
"613","4.817229525","5.5134031529",NA,NA,"-18.1791550334348",NA,NA,NA,NA,NA
"614","4.729608505","5.5309545616",NA,NA,"-18.3436465887081",NA,NA,NA,NA,NA
"615","4.691643177","5.5485059703",NA,NA,"-18.5081381439814",NA,NA,NA,NA,NA
"616","4.651986266","5.566057379",NA,NA,"-18.6726296992547",NA,NA,NA,NA,NA
"617","4.552270262","5.5836087877",NA,NA,"-18.837121254528",NA,NA,NA,NA,NA
"618","4.63272236","5.6011601964",NA,NA,"-19.0016128098013",NA,NA,NA,NA,NA
"619","4.811340735","5.6187116051",NA,NA,"-19.1661043650746",NA,NA,NA,NA,NA
"620","4.790589392","5.6362630138",NA,NA,"-19.3305959203479",NA,NA,NA,NA,NA
"621","4.794066572","5.6538144225",NA,NA,"-19.4950874756212",NA,NA,NA,NA,NA
"622","4.861409357","5.6713658312",NA,NA,"-19.6595790308945",NA,NA,NA,NA,NA
"623","4.889776873","5.6889172399",NA,NA,"-19.8240705861678",NA,NA,NA,NA,NA
"624","4.793325677","5.7064686486",NA,NA,"-19.9885621414411",NA,NA,NA,NA,NA
"625","4.983045479","5.7240200573",NA,NA,"-20.1530536967144",NA,NA,NA,NA,NA
