"","CP","VTL20days","VTL80days","VTL360days"
"995",162.8522146,13.3349020966667,17.7817734844898,NA
"996",186.3511618,13.335473626,17.8291541863265,NA
"997",230.6829967,13.3360451553333,17.8765348881632,NA
"998",161.1928897,13.3366166846667,17.92391559,NA
"999",82.90158504,13.337188214,17.9712962918367,NA
"1000",111.4763732,13.3377597433333,18.0186769936734,NA
"1001",97.60907187,13.3383312726667,18.0660576955101,NA
"1002",88.8614914,13.338902802,18.1134383973469,NA
"1003",80.87469317,13.3394743313333,18.1608190991836,NA
"1004",68.28313873,68.28313873,68.28313873,NA
"1005",92.86403691,69.0548653477083,69.0548653477083,NA
"1006",108.6283451,69.8265919654167,69.8265919654167,NA
"1007",119.0122832,70.598318583125,70.598318583125,NA
"1008",128.2082889,71.3700452008334,71.3700452008334,NA
"1009",118.4832438,72.1417718185417,72.1417718185417,NA
"1010",126.3142718,72.91349843625,72.91349843625,NA
"1011",142.1272181,73.6852250539584,73.6852250539584,NA
"1012",154.1332778,74.4569516716667,74.4569516716667,NA
"1013",141.0086593,75.2286782893751,75.2286782893751,NA
"1014",137.2096004,76.0004049070834,76.0004049070834,NA
"1015",128.2266696,76.7721315247917,76.7721315247917,NA
"1016",134.6235696,77.5438581425001,77.5438581425001,NA
"1017",143.8103782,78.3155847602084,78.3155847602084,NA
"1018",139.1296475,79.0873113779167,79.0873113779167,NA
"1019",116.113801,79.8590379956251,79.8590379956251,NA
"1020",106.3409847,80.6307646133334,80.6307646133334,NA
"1021",96.31684027,81.4024912310418,81.4024912310418,NA
"1022",112.4976364,82.1742178487501,82.1742178487501,NA
"1023",116.4887158,82.9459444664584,82.9459444664584,NA
"1024",112.1185962,83.7176710841668,83.7176710841668,NA
"1025",111.6092129,84.4893977018751,84.4893977018751,NA
"1026",113.1360619,85.2611243195835,85.2611243195835,NA
"1027",111.9745327,86.0328509372918,86.0328509372918,NA
"1028",117.6910369,86.8045775550001,86.8045775550001,NA
"1029",115.4997777,87.5763041727085,87.5763041727085,NA
"1030",114.8856756,88.3480307904168,88.3480307904168,NA
"1031",117.4044566,89.1197574081252,89.1197574081252,NA
"1032",107.8655666,89.8914840258335,89.8914840258335,NA
"1033",108.9868524,90.6632106435418,90.6632106435418,NA
"1034",112.9178741,91.4349372612502,91.4349372612502,NA
"1035",117.284616,92.2066638789585,92.2066638789585,NA
"1036",118.1698767,92.9783904966668,92.9783904966668,NA
"1037",117.0338802,93.7501171143752,93.7501171143752,NA
"1038",117.8186365,94.5218437320835,94.5218437320835,NA
"1039",117.2520409,117.2520409,95.2935703497919,NA
"1040",118.9781736,118.651152390571,96.0652969675002,NA
"1041",123.726156,120.050263881143,96.8370235852085,NA
"1042",128.9710807,121.449375371714,97.6087502029169,NA
"1043",128.8449153,122.848486862286,98.3804768206252,NA
"1044",130.1586011,124.247598352857,99.1522034383336,NA
"1045",126.3929059,125.646709843429,99.9239300560419,NA
"1046",125.9045953,127.045821334,100.69565667375,NA
"1047",129.5648124,128.444932824571,101.467383291459,NA
"1048",126.5130684,129.844044315143,102.239109909167,NA
"1049",127.8164889,131.243155805714,103.010836526875,NA
"1050",128.7911511,132.642267296286,103.782563144584,NA
"1051",122.6267089,134.041378786857,104.554289762292,NA
"1052",122.9491879,135.440490277429,105.32601638,NA
"1053",120.1899687,136.839601768,106.097742997709,NA
"1054",120.8699238,138.238713258572,106.869469615417,NA
"1055",119.0539757,139.637824749143,107.641196233125,NA
"1056",110.1977314,141.036936239714,108.412922850834,NA
"1057",109.1785453,142.436047730286,109.184649468542,NA
"1058",99.90360345,143.835159220857,109.95637608625,NA
"1059",104.3575666,145.234270711429,110.728102703959,NA
"1060",107.5075205,146.633382202,111.499829321667,NA
"1061",106.3781163,148.032493692572,112.271555939375,NA
"1062",101.3238977,149.431605183143,113.043282557084,NA
"1063",99.2132443,150.830716673715,113.815009174792,NA
"1064",99.87503741,152.229828164286,114.5867357925,NA
"1065",99.03835126,153.628939654857,115.358462410209,NA
"1066",100.1263051,155.028051145429,116.130189027917,NA
"1067",104.2891764,156.427162636,116.901915645625,NA
"1068",104.4171508,157.826274126572,117.673642263334,NA
"1069",104.3234997,159.225385617143,118.445368881042,NA
"1070",101.4168574,160.624497107715,119.21709549875,NA
"1071",100.0395085,162.023608598286,119.988822116459,NA
"1072",100.3147446,163.422720088857,120.760548734167,NA
"1073",99.04568323,164.821831579429,121.532275351875,NA
"1074",97.83278872,166.22094307,122.304001969584,NA
"1075",98.65170076,167.620054560572,123.075728587292,NA
"1076",96.8039496,169.019166051143,123.847455205,NA
"1077",89.42450672,170.418277541715,124.619181822709,NA
"1078",88.79729106,171.817389032286,125.390908440417,NA
"1079",89.48090766,173.216500522858,126.162635058125,NA
"1080",82.86757013,174.615612013429,126.934361675834,NA
"1081",87.81646669,176.014723504,127.706088293542,NA
"1082",77.6913308,177.413834994572,128.47781491125,NA
"1083",79.13487084,178.812946485143,129.249541528959,NA
"1084",67.44762385,180.212057975715,130.021268146667,NA
"1085",66.34168089,66.34168089,66.34168089,66.34168089
"1086",72.10952237,65.8733190246875,66.3177122746914,66.644997422638
"1087",73.98855377,65.404957159375,66.2937436593827,66.9483139552761
"1088",74.89191087,64.9365952940625,66.2697750440741,67.2516304879141
"1089",85.01367914,64.46823342875,66.2458064287654,67.5549470205521
"1090",87.49754939,63.9998715634375,66.2218378134568,67.8582635531902
"1091",90.04669871,63.531509698125,66.1978691981481,68.1615800858282
"1092",91.5925979,63.0631478328125,66.1739005828395,68.4648966184663
"1093",89.89226928,62.5947859675,66.1499319675308,68.7682131511043
"1094",93.79615254,62.1264241021875,66.1259633522222,69.0715296837423
"1095",91.78103565,61.658062236875,66.1019947369135,69.3748462163804
"1096",91.03135126,61.1897003715625,66.0780261216049,69.6781627490184
"1097",84.96172912,60.72133850625,66.0540575062962,69.9814792816564
"1098",86.2387946,60.2529766409375,66.0300888909876,70.2847958142945
"1099",84.91085915,59.784614775625,66.006120275679,70.5881123469325
"1100",85.66435026,59.3162529103125,65.9821516603703,70.8914288795705
"1101",85.64902864,58.847891045,65.9581830450617,71.1947454122086
"1102",86.97705669,58.3795291796875,65.934214429753,71.4980619448466
"1103",88.15173057,57.911167314375,65.9102458144444,71.8013784774846
"1104",90.16609223,57.4428054490625,65.8862771991357,72.1046950101227
"1105",89.98398597,56.97444358375,65.8623085838271,72.4080115427607
"1106",88.16527586,88.16527586,65.8383399685184,72.7113280753988
"1107",92.7458422,89.2044946680952,65.8143713532098,73.0146446080368
"1108",93.29869725,90.2437134761905,65.7904027379011,73.3179611406748
"1109",96.65955289,91.2829322842857,65.7664341225925,73.6212776733129
"1110",98.02441993,92.322151092381,65.7424655072838,73.9245942059509
"1111",96.56801783,93.3613699004762,65.7184968919752,74.2279107385889
"1112",96.07453068,94.4005887085714,65.6945282766665,74.531227271227
"1113",95.50670953,95.4398075166667,65.6705596613579,74.834543803865
"1114",96.36548217,96.4790263247619,65.6465910460493,75.137860336503
"1115",97.52713384,97.5182451328572,65.6226224307406,75.4411768691411
"1116",97.6712066,98.5574639409524,65.598653815432,75.7444934017791
"1117",97.0542069,99.5966827490477,65.5746852001233,76.0478099344171
"1118",94.25727177,100.635901557143,65.5507165848147,76.3511264670552
"1119",92.47277674,92.47277674,65.526747969506,76.6544429996932
"1120",93.29355289,92.8518738566667,65.5027793541974,76.9577595323313
"1121",94.27131239,93.2309709733333,65.4788107388887,77.2610760649693
"1122",95.44647078,93.61006809,65.4548421235801,77.5643925976073
"1123",97.75907508,93.9891652066667,65.4308735082714,77.8677091302454
"1124",99.12128755,94.3682623233334,65.4069048929628,78.1710256628834
"1125",98.10633314,94.74735944,65.3829362776541,78.4743421955214
"1126",98.29096026,95.1264565566667,65.3589676623455,78.7776587281595
"1127",99.63050438,95.5055536733334,65.3349990470368,79.0809752607975
"1128",99.17803974,95.88465079,65.3110304317282,79.3842917934355
"1129",102.7840123,96.2637479066667,65.2870618164196,79.6876083260736
"1130",104.500211,96.6428450233334,65.2630932011109,79.9909248587116
"1131",110.8016037,97.02194214,65.2391245858023,80.2942413913496
"1132",109.5232168,97.4010392566667,65.2151559704936,80.5975579239877
"1133",107.6975716,97.7801363733334,65.191187355185,80.9008744566257
"1134",108.882675,98.1592334900001,65.1672187398763,81.2041909892638
"1135",113.0825634,98.5383306066667,65.1432501245677,81.5075075219018
"1136",112.1181148,98.9174277233334,65.119281509259,81.8108240545398
"1137",117.7597908,99.2965248400001,65.0953128939504,82.1141405871779
"1138",118.3174144,99.6756219566667,65.0713442786417,82.4174571198159
"1139",118.8356382,100.054719073333,65.0473756633331,82.7207736524539
"1140",124.8853796,100.43381619,65.0234070480244,83.024090185092
"1141",128.377979,100.812913306667,64.9994384327158,83.32740671773
"1142",130.536372,101.192010423333,64.9754698174071,83.630723250368
"1143",129.5653717,101.57110754,64.9515012020985,83.9340397830061
"1144",129.1828036,101.950204656667,64.9275325867899,84.2373563156441
"1145",122.5292387,102.329301773333,64.9035639714812,84.5406728482821
"1146",122.370085,102.70839889,64.8795953561726,84.8439893809202
"1147",117.8611464,103.087496006667,64.8556267408639,85.1473059135582
"1148",119.8149895,103.466593123333,64.8316581255553,85.4506224461962
"1149",118.0573863,103.84569024,64.8076895102466,85.7539389788343
"1150",121.2592726,104.224787356667,64.783720894938,86.0572555114723
"1151",122.2155302,104.603884473333,64.7597522796293,86.3605720441104
"1152",127.0882271,104.98298159,64.7357836643207,86.6638885767484
"1153",126.7807236,105.362078706667,64.711815049012,86.9672051093864
"1154",127.4077452,105.741175823333,64.6878464337034,87.2705216420245
"1155",124.3484775,106.12027294,64.6638778183947,87.5738381746625
"1156",125.0764179,106.499370056667,64.6399092030861,87.8771547073005
"1157",126.204666,106.878467173333,64.6159405877774,88.1804712399386
"1158",126.8972501,107.25756429,64.5919719724688,88.4837877725766
"1159",126.9038194,107.636661406667,64.5680033571602,88.7871043052146
"1160",124.1809573,108.015758523334,64.5440347418515,89.0904208378527
"1161",122.9216359,108.39485564,64.5200661265429,89.3937373704907
"1162",123.5082569,108.773952756667,64.4960975112342,89.6970539031287
"1163",123.1249351,109.153049873334,64.4721288959256,90.0003704357668
"1164",122.865699,109.53214699,64.4481602806169,90.3036869684048
"1165",123.7973577,109.911244106667,64.4241916653083,90.6070035010429
"1166",123.6140786,110.290341223334,64.4002230499996,90.9103200336809
"1167",124.6856745,110.66943834,64.376254434691,91.2136365663189
"1168",126.6053477,111.048535456667,64.3522858193823,91.516953098957
"1169",126.7965517,111.427632573334,64.3283172040737,91.820269631595
"1170",127.1086277,111.80672969,64.304348588765,92.123586164233
"1171",126.0902618,126.0902618,64.2803799734564,92.4269026968711
"1172",127.5754243,126.736751897308,64.2564113581477,92.7302192295091
"1173",104.1050929,104.1050929,104.1050929,93.0335357621471
"1174",117.575495,103.576013919231,104.534222581932,93.3368522947852
"1175",121.9303477,103.046934938462,104.963352263864,93.6401688274232
"1176",121.3934027,102.517855957692,105.392481945795,93.9434853600612
"1177",122.4752613,101.988776976923,105.821611627727,94.2468018926993
"1178",123.9068726,101.459697996154,106.250741309659,94.5501184253373
"1179",124.7665289,100.930619015385,106.679870991591,94.8534349579754
"1180",125.9335203,100.401540034615,107.109000673523,95.1567514906134
"1181",126.7046505,99.8724610538462,107.538130355454,95.4600680232514
"1182",127.2552992,99.343382073077,107.967260037386,95.7633845558895
"1183",127.851263,98.8143030923077,108.396389719318,96.0667010885275
"1184",132.4156587,98.2852241115385,108.82551940125,96.3700176211655
"1185",135.3391949,97.7561451307693,109.254649083182,96.6733341538036
"1186",141.4939085,97.22706615,109.683778765114,96.9766506864416
"1187",138.3279219,96.6979871692308,110.112908447045,97.2799672190796
"1188",143.7471338,96.1689081884616,110.542038128977,97.5832837517177
"1189",152.7755722,95.6398292076924,110.971167810909,97.8866002843557
"1190",165.7727171,95.1107502269231,111.400297492841,98.1899168169937
"1191",166.5001511,94.5816712461539,111.829427174773,98.4932333496318
"1192",179.9106286,94.0525922653847,112.258556856704,98.7965498822698
"1193",190.4027814,93.5235132846154,112.687686538636,99.0998664149079
"1194",204.600351,92.9944343038462,113.116816220568,99.4031829475459
"1195",194.4100438,92.465355323077,113.5459459025,99.7064994801839
"1196",185.6437876,91.9362763423078,113.975075584432,100.009816012822
"1197",179.808218,91.4071973615385,114.404205266363,100.31313254546
"1198",194.5461333,90.8781183807693,114.833334948295,100.616449078098
"1199",196.2746873,90.3490394000001,115.262464630227,100.919765610736
"1200",204.4281742,89.8199604192309,115.691594312159,101.223082143374
"1201",197.9005994,89.2908814384616,116.120723994091,101.526398676012
"1202",203.2836499,88.7618024576924,116.549853676023,101.82971520865
"1203",203.0371098,88.2327234769232,116.978983357954,102.133031741288
"1204",204.7928814,87.7036444961539,117.408113039886,102.436348273926
"1205",210.2753826,87.1745655153847,117.837242721818,102.739664806564
"1206",228.7910389,86.6454865346155,118.26637240375,103.042981339202
"1207",243.6416689,86.1164075538463,118.695502085682,103.34629787184
"1208",263.209584,85.587328573077,119.124631767613,103.649614404478
"1209",290.1242262,85.0582495923078,119.553761449545,103.952930937116
"1210",333.7506565,84.5291706115386,119.982891131477,104.256247469754
"1211",331.0511485,84.0000916307693,120.412020813409,104.559564002392
"1212",327.5586535,83.4710126500001,120.841150495341,104.862880535031
"1213",342.6976929,82.9419336692309,121.270280177272,105.166197067669
"1214",354.6454883,82.4128546884617,121.699409859204,105.469513600307
"1215",394.5044952,81.8837757076924,122.128539541136,105.772830132945
"1216",416.7063033,81.3546967269232,122.557669223068,106.076146665583
"1217",408.3987973,80.825617746154,122.986798905,106.379463198221
"1218",435.7984428,80.2965387653848,123.415928586932,106.682779730859
"1219",485.3365769,79.7674597846155,123.845058268863,106.986096263497
"1220",657.7785039,79.2383808038463,124.274187950795,107.289412796135
"1221",546.8783973,78.7093018230771,124.703317632727,107.592729328773
"1222",595.3390996,78.1802228423078,125.132447314659,107.896045861411
"1223",720.7644253,77.6511438615386,125.561576996591,108.199362394049
"1224",802.9169337,77.1220648807694,125.990706678522,108.502678926687
"1225",834.29534,76.5929859000002,126.419836360454,108.805995459325
"1226",807.1666955,76.0639069192309,126.848966042386,109.109311991963
"1227",816.2433866,75.5348279384617,127.278095724318,109.412628524601
"1228",916.0971601,75.0057489576925,127.70722540625,109.715945057239
"1229",962.9105609,74.4766699769232,128.136355088181,110.019261589877
"1230",1007.387164,73.947590996154,128.565484770113,110.322578122515
"1231",1128.725488,73.4185120153848,128.994614452045,110.625894655153
"1232",1119.296715,72.8894330346156,129.423744133977,110.929211187791
"1233",964.4857937,72.3603540538463,129.852873815909,111.232527720429
"1234",1040.808218,71.8312750730771,130.282003497841,111.535844253067
"1235",1053.621027,71.3021960923079,130.711133179772,111.839160785705
"1236",1134.932231,70.7731171115387,131.140262861704,112.142477318343
"1237",1027.411773,70.2440381307694,131.569392543636,112.445793850981
"1238",824.5817103,69.7149591500002,131.998522225568,112.749110383619
"1239",703.748376,69.185880169231,132.4276519075,113.052426916257
"1240",783.5733483,68.6568011884617,132.856781589431,113.355743448896
"1241",896.0792899,68.1277222076925,133.285911271363,113.659059981534
"1242",977.1653673,67.5986432269233,133.715040953295,113.962376514172
"1243",875.4640343,67.0695642461541,134.144170635227,114.26569304681
"1244",873.324806,66.5404852653848,134.573300317159,114.569009579448
"1245",879.1561353,66.0114062846156,135.00242999909,114.872326112086
"1246",852.8561205,65.4823273038464,135.431559681022,115.175642644724
"1247",864.0616579,64.9532483230771,135.860689362954,115.478959177362
"1248",677.8941068,64.4241693423079,136.289819044886,115.78227571
"1249",682.6267727,63.8950903615387,136.718948726818,116.085592242638
"1250",526.1209763,526.1209763,526.1209763,116.388908775276
"1251",685.525129,533.139767271111,533.139767271111,116.692225307914
"1252",600.2169543,540.158558242222,540.158558242222,116.995541840552
"1253",597.0335025,547.177349213333,547.177349213333,117.29885837319
"1254",615.0130353,554.196140184445,554.196140184445,117.602174905828
"1255",657.9266342,561.214931155556,561.214931155556,117.905491438466
"1256",650.6647452,568.233722126667,568.233722126667,118.208807971104
"1257",678.2901581,575.252513097778,575.252513097778,118.512124503742
"1258",749.996595,582.271304068889,582.271304068889,118.81544103638
"1259",722.5705675,589.29009504,589.29009504,119.118757569018
"1260",715.8523631,596.308886011111,596.308886011111,119.422074101656
"1261",727.2712157,603.327676982222,603.327676982222,119.725390634294
"1262",735.7419971,610.346467953333,610.346467953333,120.028707166932
"1263",729.5575829,617.365258924445,617.365258924445,120.33202369957
"1264",752.4045499,624.384049895556,624.384049895556,120.635340232208
"1265",784.9549213,631.402840866667,631.402840866667,120.938656764846
"1266",807.222939,638.421631837778,638.421631837778,121.241973297484
"1267",828.6020626,645.440422808889,645.440422808889,121.545289830122
"1268",902.4873803,652.45921378,652.45921378,121.848606362761
"1269",914.4599608,659.478004751111,659.478004751111,122.151922895399
"1270",803.3517962,666.496795722222,666.496795722222,122.455239428037
"1271",820.6900095,673.515586693333,673.515586693333,122.758555960675
"1272",831.3347505,680.534377664445,680.534377664445,123.061872493313
"1273",853.2988548,687.553168635556,687.553168635556,123.365189025951
"1274",889.5558371,694.571959606667,694.571959606667,123.668505558589
"1275",845.1913322,701.590750577778,701.590750577778,123.971822091227
"1276",822.8770122,708.609541548889,708.609541548889,124.275138623865
"1277",815.2936027,715.62833252,715.62833252,124.578455156503
"1278",841.0898574,722.647123491111,722.647123491111,124.881771689141
"1279",815.8548003,729.665914462222,729.665914462222,125.185088221779
"1280",792.8295065,736.684705433334,736.684705433334,125.488404754417
"1281",809.7835284,743.703496404445,743.703496404445,125.791721287055
"1282",838.4284747,750.722287375556,750.722287375556,126.095037819693
"1283",828.8852166,757.741078346667,757.741078346667,126.398354352331
"1284",823.8179638,764.759869317778,764.759869317778,126.701670884969
"1285",818.9763863,771.778660288889,771.778660288889,127.004987417607
"1286",810.9224252,778.79745126,778.79745126,127.308303950245
"1287",781.042514,785.816242231111,785.816242231111,127.611620482883
"1288",804.4032408,792.835033202222,792.835033202222,127.914937015521
"1289",814.4993814,799.853824173334,799.853824173334,128.218253548159
"1290",742.701375,742.701375,806.872615144445,128.521570080797
"1291",790.1764019,748.1158849675,813.891406115556,128.824886613435
"1292",793.3844249,753.530394935,820.910197086667,129.128203146073
"1293",799.4744798,758.9449049025,827.928988057778,129.431519678711
"1294",803.2375988,764.35941487,834.947779028889,129.734836211349
"1295",813.2195492,769.7739248375,841.96657,130.038152743987
"1296",814.4908704,775.188434805,848.985360971111,130.341469276626
"1297",806.9974284,780.6029447725,856.004151942223,130.644785809264
"1298",800.0782319,786.01745474,863.022942913334,130.948102341902
"1299",784.4736928,791.4319647075,870.041733884445,131.25141887454
"1300",763.5693822,796.846474675,877.060524855556,131.554735407178
"1301",711.5712734,802.260984642499,884.079315826667,131.858051939816
"1302",677.6823009,807.675494609999,891.098106797778,132.161368472454
"1303",687.4060546,813.090004577499,898.116897768889,132.464685005092
"1304",685.4574988,818.504514544999,905.13568874,132.76800153773
"1305",671.8996917,823.919024512499,912.154479711111,133.071318070368
"1306",653.7657809,829.333534479999,919.173270682223,133.374634603006
"1307",612.918415,834.748044447499,926.192061653334,133.677951135644
"1308",668.7886027,840.162554414999,933.210852624445,133.981267668282
"1309",654.3770602,845.577064382499,940.229643595556,134.28458420092
"1310",623.2503219,850.991574349999,947.248434566667,134.587900733558
"1311",631.3345963,856.406084317499,954.267225537778,134.891217266196
"1312",627.2717614,861.820594284999,961.286016508889,135.194533798834
"1313",623.5401369,867.235104252499,968.30480748,135.497850331472
"1314",563.7685611,872.649614219999,975.323598451111,135.80116686411
"1315",580.324316,878.064124187499,982.342389422223,136.104483396748
"1316",607.1246333,883.478634154999,989.361180393334,136.407799929386
"1317",610.0823237,888.893144122499,996.379971364445,136.711116462024
"1318",542.2666508,894.307654089999,1003.39876233556,137.014432994662
"1319",533.7076444,533.7076444,533.7076444,137.3177495273
"1320",587.5785883,527.69546106,533.817596111594,137.621066059938
"1321",585.3939257,521.68327772,533.927547823189,137.924382592576
"1322",551.2947703,515.67109438,534.037499534783,138.227699125214
"1323",567.5342354,509.65891104,534.147451246377,138.531015657852
"1324",558.5277072,503.6467277,534.257402957971,138.834332190491
"1325",676.5057328,497.63454436,534.367354669566,139.137648723129
"1326",674.5113994,491.62236102,534.47730638116,139.440965255767
"1327",670.3388511,485.61017768,534.587258092754,139.744281788405
"1328",667.712834,479.59799434,534.697209804348,140.047598321043
"1329",631.7702952,473.585811,534.807161515943,140.350914853681
"1330",621.5241145,467.57362766,534.917113227537,140.654231386319
"1331",640.5788893,461.56144432,535.027064939131,140.957547918957
"1332",628.1512412,455.54926098,535.137016650725,141.260864451595
"1333",633.7338382,449.53707764,535.24696836232,141.564180984233
"1334",634.6468237,443.5248943,535.356920073914,141.867497516871
"1335",643.4321009,437.51271096,535.466871785508,142.170814049509
"1336",628.30859,431.50052762,535.576823497102,142.474130582147
"1337",636.2186501,425.48834428,535.686775208697,142.777447114785
"1338",634.168901,419.47616094,535.796726920291,143.080763647423
"1339",622.7602086,413.4639776,535.906678631885,143.384080180061
"1340",614.3095137,407.45179426,536.016630343479,143.687396712699
"1341",610.5112035,401.439610920001,536.126582055074,143.990713245337
"1342",586.6075957,395.427427580001,536.236533766668,144.294029777975
"1343",569.694518,389.415244240001,536.346485478262,144.597346310613
"1344",564.7000267,383.403060900001,536.456437189856,144.900662843251
"1345",558.9588617,377.390877560001,536.566388901451,145.203979375889
"1346",585.0232505,371.378694220001,536.676340613045,145.507295908527
"1347",583.7711891,365.366510880001,536.786292324639,145.810612441165
"1348",579.2438504,359.354327540001,536.896244036233,146.113928973803
"1349",483.1640126,353.342144200001,537.006195747828,146.417245506441
"1350",498.6613289,347.329960860001,537.116147459422,146.720562039079
"1351",489.5170235,341.317777520001,537.226099171016,147.023878571717
"1352",458.9663283,335.305594180001,537.33605088261,147.327195104356
"1353",455.3553541,329.293410840001,537.446002594205,147.630511636994
"1354",479.0084659,323.281227500001,537.555954305799,147.933828169632
"1355",439.0114925,317.269044160001,537.665906017393,148.23714470227
"1356",449.4411515,311.256860820001,537.775857728987,148.540461234908
"1357",449.7198697,305.244677480001,537.885809440582,148.843777767546
"1358",461.6753315,299.232494140001,537.995761152176,149.147094300184
"1359",458.6334805,293.220310800001,538.10571286377,149.450410832822
"1360",448.6552751,287.208127460001,538.215664575364,149.75372736546
"1361",452.8030988,281.195944120001,538.325616286959,150.057043898098
"1362",442.8379849,275.183760780001,538.435567998553,150.360360430736
"1363",366.9118661,366.9118661,366.9118661,366.9118661
"1364",421.9435281,363.121052956818,363.121052956818,368.295059643158
"1365",424.2742126,359.330239813636,359.330239813636,369.678253186316
"1366",416.3623217,355.539426670455,355.539426670455,371.061446729474
"1367",461.1082466,351.748613527273,351.748613527273,372.444640272632
"1368",521.6152996,347.957800384091,347.957800384091,373.82783381579
"1369",531.4818467,344.166987240909,344.166987240909,375.211027358947
"1370",499.8375515,340.376174097727,340.376174097727,376.594220902105
"1371",483.0200135,336.585360954545,336.585360954545,377.977414445263
"1372",504.3655952,332.794547811364,332.794547811364,379.360607988421
"1373",501.5571844,329.003734668182,329.003734668182,380.743801531579
"1374",498.0845303,325.212921525,325.212921525,382.126995074737
"1375",489.50351,321.422108381818,321.422108381818,383.510188617895
"1376",490.6329675,317.631295238636,317.631295238636,384.893382161053
"1377",503.291801,313.840482095454,313.840482095454,386.276575704211
"1378",466.4261713,310.049668952273,310.049668952273,387.659769247369
"1379",459.2267098,306.258855809091,306.258855809091,389.042962790527
"1380",438.7093637,302.468042665909,302.468042665909,390.426156333685
"1381",441.5478055,298.677229522727,298.677229522727,391.809349876842
"1382",447.7099308,294.886416379545,294.886416379545,393.19254342
"1383",448.8757155,291.095603236364,291.095603236364,394.575736963158
"1384",460.1946983,287.304790093182,287.304790093182,395.958930506316
"1385",452.2397798,283.51397695,283.51397695,397.342124049474
"1386",438.978588,279.723163806818,279.723163806818,398.725317592632
"1387",436.6753986,275.932350663636,275.932350663636,400.10851113579
"1388",432.338179,272.141537520454,272.141537520454,401.491704678948
"1389",430.1282054,268.350724377273,268.350724377273,402.874898222106
"1390",442.1828761,264.559911234091,264.559911234091,404.258091765264
"1391",440.4027627,260.769098090909,260.769098090909,405.641285308422
"1392",452.6979997,256.978284947727,256.978284947727,407.02447885158
"1393",456.7558463,253.187471804545,253.187471804545,408.407672394737
"1394",439.114476,249.396658661364,249.396658661364,409.790865937895
"1395",441.2809556,245.605845518182,245.605845518182,411.174059481053
"1396",439.005775,241.815032375,241.815032375,412.557253024211
"1397",444.8482057,238.024219231818,238.024219231818,413.940446567369
"1398",446.9615587,234.233406088636,234.233406088636,415.323640110527
"1399",448.7421537,230.442592945454,230.442592945454,416.706833653685
"1400",449.2222893,226.651779802273,226.651779802273,418.090027196843
"1401",446.9626414,222.860966659091,222.860966659091,419.473220740001
"1402",447.4048568,447.4048568,219.070153515909,420.856414283159
"1403",490.3356482,449.468779638462,215.279340372727,422.239607826317
"1404",493.9334918,451.532702476923,211.488527229545,423.622801369475
"1405",526.8142884,453.596625315385,207.697714086363,425.005994912632
"1406",523.6993203,455.660548153846,203.906900943182,426.38918845579
"1407",527.6912431,457.724470992308,200.1160878,427.772381998948
"1408",573.3124588,459.788393830769,196.325274656818,429.155575542106
"1409",584.8479749,461.852316669231,192.534461513636,430.538769085264
"1410",573.9282692,463.916239507693,188.743648370454,431.921962628422
"1411",579.1893188,465.980162346154,184.952835227273,433.30515617158
"1412",570.3493109,468.044085184616,181.162022084091,434.688349714738
"1413",620.8463606,470.108008023077,177.371208940909,436.071543257896
"1414",627.8924207,472.171930861539,173.580395797727,437.454736801054
"1415",630.0749535,474.2358537,169.789582654545,438.837930344212
"1416",663.5057238,476.299776538462,165.998769511363,440.22112388737
"1417",672.3878971,478.363699376923,162.207956368182,441.604317430527
"1418",643.8873688,480.427622215385,158.417143225,442.987510973685
"1419",661.5035582,482.491545053847,154.626330081818,444.370704516843
"1420",650.1333159,484.555467892308,150.835516938636,445.753898060001
"1421",656.8002718,486.61939073077,147.044703795454,447.137091603159
"1422",657.8199749,488.683313569231,143.253890652273,448.520285146317
"1423",648.3363223,490.747236407693,139.463077509091,449.903478689475
"1424",650.9366096,492.811159246154,135.672264365909,451.286672232633
"1425",631.4890222,494.875082084616,131.881451222727,452.669865775791
"1426",591.9750771,496.939004923078,128.090638079545,454.053059318949
"1427",597.0449997,499.002927761539,124.299824936363,455.436252862107
"1428",575.5594617,501.066850600001,120.509011793182,456.819446405265
"1429",589.7246464,503.130773438462,116.71819865,458.202639948422
"1430",590.5674822,505.194696276924,112.927385506818,459.58583349158
"1431",609.0800029,507.258619115385,109.136572363636,460.969027034738
"1432",607.629796,509.322541953847,105.345759220454,462.352220577896
"1433",595.7514769,511.386464792309,101.554946077272,463.735414121054
"1434",591.5315228,513.45038763077,97.7641329340906,465.118607664212
"1435",592.7643495,515.514310469232,93.9733197909088,466.50180120737
"1436",599.6346335,517.578233307693,90.182506647727,467.884994750528
"1437",589.5522998,519.642156146155,86.3916935045452,469.268188293686
"1438",579.9737186,521.706078984616,82.6008803613634,470.651381836844
"1439",562.23678,562.23678,562.23678,472.034575380002
"1440",580.7492303,565.340345491892,565.340345491892,473.417768923159
"1441",600.6383054,568.443910983784,568.443910983784,474.800962466317
"1442",594.3903042,571.547476475676,571.547476475676,476.184156009475
"1443",600.8405184,574.651041967568,574.651041967568,477.567349552633
"1444",638.946114,577.75460745946,577.75460745946,478.950543095791
"1445",642.9565967,580.858172951351,580.858172951351,480.333736638949
"1446",651.2983477,583.961738443243,583.961738443243,481.716930182107
"1447",646.4133891,587.065303935135,587.065303935135,483.100123725265
"1448",630.6355029,590.168869427027,590.168869427027,484.483317268423
"1449",630.4683419,593.272434918919,593.272434918919,485.866510811581
