No,CP,Cycle20,Cycle80,Cycle320
869,12.49794476,  ,  ,  
870,12.65695784,  ,  ,  
871,13.36958958,  ,  ,  
872,13.31275022,  ,  ,  
873,13.47792454,  ,  ,  
874,13.47728245,  ,  ,  
875,13.49998441,  ,  ,  
876,13.34651089,  ,  ,  
877,13.49225658,  ,  ,  
878,13.61541567,  ,  ,  
879,13.66821364,  ,  ,  
880,13.75525152,HIGH,HIGH,  
881,13.60092225,  ,  ,  
882,13.53094829,  ,  ,  
883,13.33286108,  ,  ,  
884,13.32007195,  ,  ,  
885,13.27203387,LOW,LOW,  
886,13.53854318,  ,  ,  
887,13.57002703,HIGH,  ,  
888,13.428968,  ,  ,  
889,13.42721391,  ,  ,  
890,13.31810576,  ,  ,  
891,13.42666267,  ,  ,  
892,13.365567,  ,  ,  
893,13.45469902,  ,  ,  
894,13.39930318,  ,  ,  
895,13.45550722,  ,  ,  
896,13.37400386,  ,  ,  
897,13.4450138,  ,  ,  
898,13.54555244,  ,  ,  
899,13.33137142,  ,  ,  
900,13.28060681,LOW,  ,  
901,13.38408115,  ,  ,  
902,13.45172115,  ,  ,  
903,13.45940677,  ,  ,  
904,13.50449651,  ,  ,  
905,13.55606166,  ,  ,  
906,13.78035063,  ,  ,  
907,13.82095526,  ,  ,  
908,14.12317286,  ,  ,  
909,14.22762112,  ,  ,  
910,14.21428566,  ,  ,  
911,14.16078827,  ,  ,  
912,14.31797032,  ,  ,  
913,14.31363775,  ,  ,  
914,14.70781405,  ,  ,  
915,15.59859974,  ,  ,  
916,15.71579112,  ,  ,  
917,15.5881264,  ,  ,  
918,15.71959214,  ,  ,  
919,16.78101952,  ,  ,  
920,17.30017884,  ,  ,  
921,17.53639542,  ,  ,  
922,16.90108607,  ,  ,  
923,17.40720203,  ,  ,  
924,17.55362918,  ,  ,  
925,17.86462801,  ,  ,  
926,18.79426487,  ,  ,  
927,19.51471419,  ,  ,  
928,19.73744669,  ,  ,  
929,20.51164303,HIGH*,  ,  
930,20.44309196,  ,  ,  
931,19.63590171,LOW*,  ,  
932,20.57893968,  ,  ,  
933,20.44048796,  ,  ,  
934,20.65934473,  ,  ,  
935,21.20856553,  ,  ,  
936,22.11776518,  ,  ,  
937,22.78736505,  ,  ,  
938,23.73386015,  ,  ,  
939,23.90028936,  ,  ,  
940,24.49727269,  ,  ,  
941,24.97973641,  ,  ,  
942,24.64165093,  ,  ,  
943,27.28238982,  ,  ,  
944,27.17126923,  ,  ,  
945,27.34616356,  ,  ,  
946,26.92725138,  ,  ,  
947,26.92886764,  ,  ,  
948,29.41362438,  ,  ,  
949,29.81980723,  ,  ,  
950,29.81806892,  ,  ,  
951,30.47265653,  ,  ,  
952,29.80645455,  ,  ,  
953,29.88284849,  ,  ,  
954,30.35203309,  ,  ,  
955,31.15553735,  ,  ,  
956,31.24026108,  ,  ,  
957,33.37529394,  ,  ,  
958,34.60625703,  ,  ,  
959,34.14351592,  ,  ,  
960,34.45174048,  ,  ,  
961,36.37626525,  ,  ,  
962,40.67295399,  ,  ,  
963,43.28499619,  ,  ,  
964,41.94744072,  ,  ,  
965,43.90292891,  ,  ,  
966,46.88858661,  ,  ,  
967,46.06603846,  ,  ,  
968,48.27507458,HIGH*,  ,  
969,44.41354526,LOW*,  ,  
970,47.01619085,  ,  ,  
971,46.92556255,  ,  ,  
972,46.90251725,  ,  ,  
973,47.1570157,  ,  ,  
974,47.33349978,  ,  ,  
975,51.36543639,  ,  ,  
976,59.49860111,  ,  ,  
977,63.6874855,  ,  ,  
978,70.91752501,HIGH*,  ,  
979,69.84608454,  ,  ,  
980,64.38311637,LOW*,  ,  
981,71.69042421,  ,  ,  
982,74.31408925,  ,  ,  
983,78.61419743,  ,  ,  
984,88.85207991,  ,  ,  
985,87.67317396,  ,  ,  
986,90.29569936,  ,  ,  
987,92.18995999,  ,  ,  
988,93.89923842,  ,  ,  
989,103.5803469,  ,  ,  
990,116.6799442,  ,  ,  
991,131.3848094,  ,  ,  
992,133.0071205,  ,  ,  
993,142.6260655,  ,  ,  
994,143.081823,  ,  ,  
995,162.8522146,  ,  ,  
996,186.3511618,  ,  ,  
997,230.6829967,HIGH,HIGH,HIGH
998,161.1928897,  ,  ,  
999,82.90158504,  ,  ,  
1000,111.4763732,  ,  ,  
1001,97.60907187,  ,  ,  
1002,88.8614914,  ,  ,  
1003,80.87469317,  ,  ,  
1004,68.28313873,LOW,LOW,  
1005,92.86403691,  ,  ,  
1006,108.6283451,  ,  ,  
1007,119.0122832,  ,  ,  
1008,128.2082889,  ,  ,  
1009,118.4832438,  ,  ,  
1010,126.3142718,  ,  ,  
1011,142.1272181,  ,  ,  
1012,154.1332778,HIGH,HIGH,  
1013,141.0086593,  ,  ,  
1014,137.2096004,  ,  ,  
1015,128.2266696,  ,  ,  
1016,134.6235696,  ,  ,  
1017,143.8103782,  ,  ,  
1018,139.1296475,  ,  ,  
1019,116.113801,  ,  ,  
1020,106.3409847,  ,  ,  
1021,96.31684027,LOW,  ,  
1022,112.4976364,  ,  ,  
1023,116.4887158,  ,  ,  
1024,112.1185962,  ,  ,  
1025,111.6092129,  ,  ,  
1026,113.1360619,  ,  ,  
1027,111.9745327,  ,  ,  
1028,117.6910369,HIGH*,  ,  
1029,115.4997777,  ,  ,  
1030,114.8856756,  ,  ,  
1031,117.4044566, ,  ,  
1032,107.8655666,LOW*,  ,  
1033,108.9868524,  ,  ,  
1034,112.9178741,  ,  ,  
1035,117.284616,  ,  ,  
1036,118.1698767,  ,  ,  
1037,117.0338802,  ,  ,  
1038,117.8186365,  ,  ,  
1039,117.2520409,  ,  ,  
1040,118.9781736,  ,  ,  
1041,123.726156,  ,  ,  
1042,128.9710807,  ,  ,  
1043,128.8449153,  ,  ,  
1044,130.1586011,HIGH,  ,  
1045,126.3929059,  ,  ,  
1046,125.9045953,  ,  ,  
1047,129.5648124,  ,  ,  
1048,126.5130684,  ,  ,  
1049,127.8164889,  ,  ,  
1050,128.7911511,  ,  ,  
1051,122.6267089,  ,  ,  
1052,122.9491879,  ,  ,  
1053,120.1899687,  ,  ,  
1054,120.8699238,  ,  ,  
1055,119.0539757,  ,  ,  
1056,110.1977314,  ,  ,  
1057,109.1785453,  ,  ,  
1058,99.90360345,LOW*,  ,  
1059,104.3575666,  ,  ,  
1060,107.5075205,HIGH*,  ,  
1061,106.3781163,  ,  ,  
1062,101.3238977,  ,  ,  
1063,99.2132443,  ,  ,  
1064,99.87503741,  ,  ,  
1065,99.03835126,  ,  ,  
1066,100.1263051,  ,  ,  
1067,104.2891764,  ,  ,  
1068,104.4171508,  ,  ,  
1069,104.3234997,  ,  ,  
1070,101.4168574,  ,  ,  
1071,100.0395085,  ,  ,  
1072,100.3147446,  ,  ,  
1073,99.04568323,  ,  ,  
1074,97.83278872,  ,  ,  
1075,98.65170076,  ,  ,  
1076,96.8039496,  ,  ,  
1077,89.42450672,  ,  ,  
1078,88.79729106,  ,  ,  
1079,89.48090766,  ,  ,  
1080,82.86757013,  ,  ,  
1081,87.81646669,  ,  ,  
1082,77.6913308,  ,  ,  
1083,79.13487084,  ,  ,  
1084,67.44762385,  ,  ,  
1085,66.34168089,LOW,LOW,LOW
1086,72.10952237,  ,  ,  
1087,73.98855377,  ,  ,  
1088,74.89191087,  ,  ,  
1089,85.01367914,  ,  ,  
1090,87.49754939,  ,  ,  
1091,90.04669871,  ,  ,  
1092,91.5925979,  ,  ,  
1093,89.89226928,  ,  ,  
1094,93.79615254,HIGH,  ,  
1095,91.78103565,  ,  ,  
1096,91.03135126,  ,  ,  
1097,84.96172912,  ,  ,  
1098,86.2387946,  ,  ,  
1099,84.91085915,LOW,  ,  
1100,85.66435026,  ,  ,  
1101,85.64902864,  ,  ,  
1102,86.97705669,  ,  ,  
1103,88.15173057,  ,  ,  
1104,90.16609223,  ,  ,  
1105,89.98398597,  ,  ,  
1106,88.16527586,  ,  ,  
1107,92.7458422,  ,  ,  
1108,93.29869725,  ,  ,  
1109,96.65955289,  ,  ,  
1110,98.02441993,HIGH,  ,  
1111,96.56801783,  ,  ,  
1112,96.07453068,  ,  ,  
1113,95.50670953,  ,  ,  
1114,96.36548217,  ,  ,  
1115,97.52713384,  ,  ,  
1116,97.6712066,  ,  ,  
1117,97.0542069,  ,  ,  
1118,94.25727177,  ,  ,  
1119,92.47277674,LOW,  ,  
1120,93.29355289,  ,  ,  
1121,94.27131239,  ,  ,  
1122,95.44647078,  ,  ,  
1123,97.75907508,  ,  ,  
1124,99.12128755,  ,  ,  
1125,98.10633314,  ,  ,  
1126,98.29096026,  ,  ,  
1127,99.63050438,  ,  ,  
1128,99.17803974,  ,  ,  
1129,102.7840123,  ,  ,  
1130,104.500211,  ,  ,  
1131,110.8016037,  ,  ,  
1132,109.5232168,  ,  ,  
1133,107.6975716,  ,  ,  
1134,108.882675,  ,  ,  
1135,113.0825634,  ,  ,  
1136,112.1181148,  ,  ,  
1137,117.7597908,  ,  ,  
1138,118.3174144,  ,  ,  
1139,118.8356382,  ,  ,  
1140,124.8853796,  ,  ,  
1141,128.377979,  ,  ,  
1142,130.536372,HIGH,HIGH,  
1143,129.5653717,  ,  ,  
1144,129.1828036,  ,  ,  
1145,122.5292387,  ,  ,  
1146,122.370085,  ,  ,  
1147,117.8611464,LOW,  ,  
1148,119.8149895,  ,  ,  
1149,118.0573863,  ,  ,  
1150,121.2592726,  ,  ,  
1151,122.2155302,  ,  ,  
1152,127.0882271,  ,  ,  
1153,126.7807236,  ,  ,  
1154,127.4077452,  ,  ,  
1155,124.3484775,  ,  ,  
1156,125.0764179,  ,  ,  
1157,126.204666,  ,  ,  
1158,126.8972501,  ,  ,  
1159,126.9038194,  ,  ,  
1160,124.1809573,  ,  ,  
1161,122.9216359,  ,  ,  
1162,123.5082569,  ,  ,  
1163,123.1249351,  ,  ,  
1164,122.865699,  ,  ,  
1165,123.7973577,  ,  ,  
1166,123.6140786,  ,  ,  
1167,124.6856745,  ,  ,  
1168,126.6053477,  ,  ,  
1169,126.7965517,  ,  ,  
1170,127.1086277,  ,  ,  
1171,126.0902618,  ,  ,  
1172,127.5754243,HIGH,  ,  
1173,104.1050929,LOW,LOW,  
1174,117.575495,  ,  ,  
1175,121.9303477,  ,  ,  
1176,121.3934027,  ,  ,  
1177,122.4752613,  ,  ,  
1178,123.9068726,  ,  ,  
1179,124.7665289,  ,  ,  
1180,125.9335203,  ,  ,  
1181,126.7046505,  ,  ,  
1182,127.2552992,  ,  ,  
1183,127.851263,  ,  ,  
1184,132.4156587,  ,  ,  
1185,135.3391949,  ,  ,  
1186,141.4939085,  ,  ,  
1187,138.3279219,  ,  ,  
1188,143.7471338,  ,  ,  
1189,152.7755722,  ,  ,  
1190,165.7727171,  ,  ,  
1191,166.5001511,  ,  ,  
1192,179.9106286,  ,  ,  
1193,190.4027814,  ,  ,  
1194,204.600351,HIGH*,  ,  
1195,194.4100438,  ,  ,  
1196,185.6437876,  ,  ,  
1197,179.808218,LOW*,  ,  
1198,194.5461333,  ,  ,  
1199,196.2746873,  ,  ,  
1200,204.4281742,  ,  ,  
1201,197.9005994,  ,  ,  
1202,203.2836499,  ,  ,  
1203,203.0371098,  ,  ,  
1204,204.7928814,  ,  ,  
1205,210.2753826,  ,  ,  
1206,228.7910389,  ,  ,  
1207,243.6416689,  ,  ,  
1208,263.209584,  ,  ,  
1209,290.1242262,  ,  ,  
1210,333.7506565,  ,  ,  
1211,331.0511485,  ,  ,  
1212,327.5586535,  ,  ,  
1213,342.6976929,  ,  ,  
1214,354.6454883,  ,  ,  
1215,394.5044952,  ,  ,  
1216,416.7063033,  ,  ,  
1217,408.3987973,  ,  ,  
1218,435.7984428,  ,  ,  
1219,485.3365769,  ,  ,  
1220,657.7785039,HIGH*,  ,  
1221,546.8783973,LOW*,  ,  
1222,595.3390996,  ,  ,  
1223,720.7644253,  ,  ,  
1224,802.9169337,  ,  ,  
1225,834.29534,  ,  ,  
1226,807.1666955,  ,  ,  
1227,816.2433866,  ,  ,  
1228,916.0971601,  ,  ,  
1229,962.9105609,  ,  ,  
1230,1007.387164,  ,  ,  
1231,1128.725488,  ,  ,  
1232,1119.296715,  ,  ,  
1233,964.4857937,  ,  ,  
1234,1040.808218,  ,  ,  
1235,1053.621027,  ,  ,  
1236,1134.932231,HIGH,HIGH,HIGH
1237,1027.411773,  ,  ,  
1238,824.5817103,  ,  ,  
1239,703.748376,  ,  ,  
1240,783.5733483,  ,  ,  
1241,896.0792899,  ,  ,  
1242,977.1653673,  ,  ,  
1243,875.4640343,  ,  ,  
1244,873.324806,  ,  ,  
1245,879.1561353,  ,  ,  
1246,852.8561205,  ,  ,  
1247,864.0616579,  ,  ,  
1248,677.8941068,  ,  ,  
1249,682.6267727,  ,  ,  
1250,526.1209763,LOW,LOW,  
1251,685.525129,  ,  ,  
1252,600.2169543,  ,  ,  
1253,597.0335025,  ,  ,  
1254,615.0130353,  ,  ,  
1255,657.9266342,  ,  ,  
1256,650.6647452,  ,  ,  
1257,678.2901581,  ,  ,  
1258,749.996595,  ,  ,  
1259,722.5705675,  ,  ,  
1260,715.8523631,  ,  ,  
1261,727.2712157,  ,  ,  
1262,735.7419971,  ,  ,  
1263,729.5575829,  ,  ,  
1264,752.4045499,  ,  ,  
1265,784.9549213,  ,  ,  
1266,807.222939,  ,  ,  
1267,828.6020626,  ,  ,  
1268,902.4873803,  ,  ,  
1269,914.4599608,HIGH,HIGH,  
1270,803.3517962,LOW*,  ,  
1271,820.6900095,  ,  ,  
1272,831.3347505,  ,  ,  
1273,853.2988548,  ,  ,  
1274,889.5558371,HIGH*,  ,  
1275,845.1913322,  ,  ,  
1276,822.8770122,  ,  ,  
1277,815.2936027,  ,  ,  
1278,841.0898574,  ,  ,  
1279,815.8548003,  ,  ,  
1280,792.8295065,  ,  ,  
1281,809.7835284,  ,  ,  
1282,838.4284747,  ,  ,  
1283,828.8852166,  ,  ,  
1284,823.8179638,  ,  ,  
1285,818.9763863,  ,  ,  
1286,810.9224252,  ,  ,  
1287,781.042514,  ,  ,  
1288,804.4032408,  ,  ,  
1289,814.4993814,  ,  ,  
1290,742.701375,LOW,  ,  
1291,790.1764019,  ,  ,  
1292,793.3844249,  ,  ,  
1293,799.4744798,  ,  ,  
1294,803.2375988,  ,  ,  
1295,813.2195492,  ,  ,  
1296,814.4908704,HIGH,  ,  
1297,806.9974284,  ,  ,  
1298,800.0782319,  ,  ,  
1299,784.4736928,  ,  ,  
1300,763.5693822,  ,  ,  
1301,711.5712734,  ,  ,  
1302,677.6823009,  ,  ,  
1303,687.4060546,  ,  ,  
1304,685.4574988,  ,  ,  
1305,671.8996917,  ,  ,  
1306,653.7657809,  ,  ,  
1307,612.918415,  ,  ,  
1308,668.7886027,  ,  ,  
1309,654.3770602,  ,  ,  
1310,623.2503219,  ,  ,  
1311,631.3345963,  ,  ,  
1312,627.2717614,  ,  ,  
1313,623.5401369,  ,  ,  
1314,563.7685611,  ,  ,  
1315,580.324316,  ,  ,  
1316,607.1246333,  ,  ,  
1317,610.0823237,  ,  ,  
1318,542.2666508,  ,  ,  
1319,533.7076444,LOW,LOW,  
1320,587.5785883,  ,  ,  
1321,585.3939257,  ,  ,  
1322,551.2947703,  ,  ,  
1323,567.5342354,  ,  ,  
1324,558.5277072,  ,  ,  
1325,676.5057328,HIGH,HIGH,  
1326,674.5113994,  ,  ,  
1327,670.3388511,  ,  ,  
1328,667.712834,  ,  ,  
1329,631.7702952,  ,  ,  
1330,621.5241145,  ,  ,  
1331,640.5788893,  ,  ,  
1332,628.1512412,  ,  ,  
1333,633.7338382,  ,  ,  
1334,634.6468237,  ,  ,  
1335,643.4321009,  ,  ,  
1336,628.30859,  ,  ,  
1337,636.2186501,  ,  ,  
1338,634.168901,  ,  ,  
1339,622.7602086,  ,  ,  
1340,614.3095137,  ,  ,  
1341,610.5112035,  ,  ,  
1342,586.6075957,  ,  ,  
1343,569.694518,  ,  ,  
1344,564.7000267,  ,  ,  
1345,558.9588617,LOW*,  ,  
1346,585.0232505,HIGH*,  ,  
1347,583.7711891,  ,  ,  
1348,579.2438504,  ,  ,  
1349,483.1640126,  ,  ,  
1350,498.6613289,  ,  ,  
1351,489.5170235,  ,  ,  
1352,458.9663283,  ,  ,  
1353,455.3553541,  ,  ,  
1354,479.0084659,  ,  ,  
1355,439.0114925,  ,  ,  
1356,449.4411515,  ,  ,  
1357,449.7198697,  ,  ,  
1358,461.6753315,  ,  ,  
1359,458.6334805,  ,  ,  
1360,448.6552751,  ,  ,  
1361,452.8030988,  ,  ,  
1362,442.8379849,  ,  ,  
1363,366.9118661,LOW,LOW,LOW
1364,421.9435281,  ,  ,  
1365,424.2742126,  ,  ,  
1366,416.3623217,  ,  ,  
1367,461.1082466,  ,  ,  
1368,521.6152996,  ,  ,  
1369,531.4818467,HIGH,  ,  
1370,499.8375515,  ,  ,  
1371,483.0200135,  ,  ,  
1372,504.3655952,  ,  ,  
1373,501.5571844,  ,  ,  
1374,498.0845303,  ,  ,  
1375,489.50351,  ,  ,  
1376,490.6329675,  ,  ,  
1377,503.291801,  ,  ,  
1378,466.4261713,  ,  ,  
1379,459.2267098,  ,  ,  
1380,438.7093637,  ,  ,  
1381,441.5478055,  ,  ,  
1382,447.7099308,  ,  ,  
1383,448.8757155,  ,  ,  
1384,460.1946983,  ,  ,  
1385,452.2397798,  ,  ,  
1386,438.978588,  ,  ,  
1387,436.6753986,  ,  ,  
1388,432.338179,  ,  ,  
1389,430.1282054,LOW,  ,  
1390,442.1828761,  ,  ,  
1391,440.4027627,  ,  ,  
1392,452.6979997,  ,  ,  
1393,456.7558463,  ,  ,  
1394,439.114476,  ,  ,  
1395,441.2809556,  ,  ,  
1396,439.005775,  ,  ,  
1397,444.8482057,  ,  ,  
1398,446.9615587,  ,  ,  
1399,448.7421537,  ,  ,  
1400,449.2222893,  ,  ,  
1401,446.9626414,  ,  ,  
1402,447.4048568,  ,  ,  
1403,490.3356482,  ,  ,  
1404,493.9334918,  ,  ,  
1405,526.8142884,  ,  ,  
1406,523.6993203,  ,  ,  
1407,527.6912431,  ,  ,  
1408,573.3124588,  ,  ,  
1409,584.8479749,  ,  ,  
1410,573.9282692,  ,  ,  
1411,579.1893188,  ,  ,  
1412,570.3493109,  ,  ,  
1413,620.8463606,  ,  ,  
1414,627.8924207,  ,  ,  
1415,630.0749535,  ,  ,  
1416,663.5057238,  ,  ,  
1417,672.3878971,HIGH,HIGH,HIGH
1418,643.8873688,LOW*,  ,  
1419,661.5035582,HIGH*,  ,  
1420,650.1333159,  ,  ,  
1421,656.8002718,  ,  ,  
1422,657.8199749,  ,  ,  
1423,648.3363223,  ,  ,  
1424,650.9366096,  ,  ,  
1425,631.4890222,  ,  ,  
1426,591.9750771,  ,  ,  
1427,597.0449997,  ,  ,  
1428,575.5594617,  ,  ,  
1429,589.7246464,  ,  ,  
1430,590.5674822,  ,  ,  
1431,609.0800029,  ,  ,  
1432,607.629796,  ,  ,  
1433,595.7514769,  ,  ,  
1434,591.5315228,  ,  ,  
1435,592.7643495,  ,  ,  
1436,599.6346335,  ,  ,  
1437,589.5522998,  ,  ,  
1438,579.9737186,  ,  ,  
1439,562.23678,LOW,LOW,  
1440,580.7492303,  ,  ,  
1441,600.6383054,  ,  ,  
1442,594.3903042,  ,  ,  
1443,600.8405184,  ,  ,  
1444,638.946114,  ,  ,  
1445,642.9565967,  ,  ,  
1446,651.2983477,HIGH,HIGH,  
1447,646.4133891,  ,  ,  
1448,630.6355029,  ,  ,  
1449,630.4683419,  ,  ,  
1450,634.6726745,  ,  ,  
1451,622.854979,  ,  ,  
1452,624.8943311,  ,  ,  
1453,621.9390918,  ,  ,  
1454,616.5228498,  ,  ,  
1455,634.4943781,  ,  ,  
1456,636.9239579,  ,  ,  
1457,629.8757504,  ,  ,  
1458,619.1974591,  ,  ,  
1459,621.9346014,  ,  ,  
1460,616.3518822,LOW,  ,  
1461,624.259275,  ,  ,  
1462,630.7501403,HIGH,  ,  
1463,629.1733644,  ,  ,  
1464,625.2486762,  ,  ,  
1465,621.3053314,  ,  ,  
1466,619.8232645,  ,  ,  
1467,619.7728168,  ,  ,  
1468,602.8796455,  ,  ,  
1469,601.5785143,  ,  ,  
1470,594.7026072,  ,  ,  
1471,591.5754442,  ,  ,  
1472,587.493005,  ,  ,  
1473,584.1123933,  ,  ,  
1474,562.9146251,LOW,  ,  
1475,581.975562,  ,  ,  
1476,596.5067592,HIGH,  ,  
1477,589.7572615,  ,  ,  
1478,586.7537367,  ,  ,  
1479,587.6083355,  ,  ,  
1480,581.8819886,  ,  ,  
1481,582.2483714,  ,  ,  
1482,586.0466335,  ,  ,  
1483,589.0244126,  ,  ,  
1484,588.9785213,  ,  ,  
1485,589.373502,  ,  ,  
1486,573.4414839,  ,  ,  
1487,568.3075202,  ,  ,  
1488,548.3701753,  ,  ,  
1489,505.1074997,  ,  ,  
1490,500.3230601,  ,  ,  
1491,521.7479629,  ,  ,  
1492,497.764659,  ,  ,  
1493,468.9579182,LOW,  ,  
1494,486.7943507,  ,  ,  
1495,515.1203539,  ,  ,  
1496,519.3078521,HIGH,  ,  
1497,516.1593688,  ,  ,  
1498,497.1257595,  ,  ,  
1499,508.430742,  ,  ,  
1500,501.6102867,  ,  ,  
1501,511.8523217,  ,  ,  
1502,510.1623238,  ,  ,  
1503,506.2851517,  ,  ,  
1504,508.8665719,  ,  ,  
1505,501.2757233,  ,  ,  
1506,478.5114255,  ,  ,  
1507,474.5414898,  ,  ,  
1508,474.4306707,  ,  ,  
1509,473.9592034,  ,  ,  
1510,489.5552013,  ,  ,  
1511,478.7497829,  ,  ,  
1512,480.6424918,  ,  ,  
1513,478.3655009,  ,  ,  
1514,468.9754959,LOW,  ,  
1515,473.5120272,  ,  ,  
1516,477.7784176,  ,  ,  
1517,477.2706821,  ,  ,  
1518,473.9972823,  ,  ,  
1519,477.960974,HIGH,  ,  
1520,475.648064,  ,  ,  
1521,472.6556297,  ,  ,  
1522,464.1777545,  ,  ,  
1523,456.3398913,  ,  ,  
1524,426.880107,  ,  ,  
1525,393.8938907,  ,  ,  
1526,411.0413428,  ,  ,  
1527,400.4045307,  ,  ,  
1528,400.8816222,  ,  ,  
1529,438.491801,  ,  ,  
1530,423.7000918,  ,  ,  
1531,409.5377499,  ,  ,  
1532,405.2982519,  ,  ,  
1533,400.5993346,  ,  ,  
1534,375.5499898,  ,  ,  
1535,373.0645579,  ,  ,  
1536,389.2640404,  ,  ,  
1537,382.9093659,  ,  ,  
1538,372.525699,  ,  ,  
1539,357.6657136,  ,  ,  
1540,328.8261131,  ,  ,  
1541,322.8262615,LOW,LOW,  
1542,326.8035327,  ,  ,  
1543,333.5701949,  ,  ,  
1544,354.4073343,  ,  ,  
1545,361.7164249,  ,  ,  
1546,358.8903908,  ,  ,  
1547,361.908377,  ,  ,  
1548,377.8712437,  ,  ,  
1549,391.9942089,  ,  ,  
1550,400.8805921,HIGH,  ,  
1551,394.6258799,  ,  ,  
1552,382.3214763,  ,  ,  
1553,382.2007896,  ,  ,  
1554,391.2931771,  ,  ,  
1555,388.684498,  ,  ,  
1556,381.1908586,  ,  ,  
1557,385.2046335,  ,  ,  
1558,380.7787633,  ,  ,  
1559,357.3447931,  ,  ,  
1560,357.488434,  ,  ,  
1561,345.8112466,  ,  ,  
1562,353.0819562,  ,  ,  
1563,350.0157119,  ,  ,  
1564,354.6538051,  ,  ,  
1565,333.5993501,  ,  ,  
1566,344.6093822,  ,  ,  
1567,337.1829126,  ,  ,  
1568,324.371315,  ,  ,  
1569,324.2485666,LOW,  ,  
1570,325.3618656,  ,  ,  
1571,329.657704,  ,  ,  
1572,338.8057653,  ,  ,  
1573,349.6899117,  ,  ,  
1574,342.1332881,  ,  ,  
1575,345.7163326,  ,  ,  
1576,363.6100517,  ,  ,  
1577,365.5022539,  ,  ,  
1578,367.825467,  ,  ,  
1579,422.5914196,HIGH,HIGH,  
1580,421.9144717,  ,  ,  
1581,398.3888828,  ,  ,  
1582,377.9938407,  ,  ,  
1583,390.2058235,  ,  ,  
1584,387.5010316,  ,  ,  
1585,373.8645646,  ,  ,  
1586,377.613398,  ,  ,  
1587,356.1812653,  ,  ,  
1588,350.7488589,LOW,  ,  
1589,352.4555146,  ,  ,  
1590,367.7732423,  ,  ,  
1591,376.9942238,  ,  ,  
1592,376.75563,  ,  ,  
1593,367.5302081,  ,  ,  
1594,369.5302274,  ,  ,  
1595,377.8969319,  ,  ,  
1596,376.0763355,  ,  ,  
1597,378.6903971,  ,  ,  
1598,379.111979,  ,  ,  
1599,382.9467963,HIGH,  ,  
1600,375.9160193,  ,  ,  
1601,368.8455681,  ,  ,  
1602,378.4283296,  ,  ,  
1603,375.1379512,  ,  ,  
1604,376.6397931,  ,  ,  
1605,363.2156768,  ,  ,  
1606,351.1068378,  ,  ,  
1607,347.8813939,  ,  ,  
1608,348.5930061,  ,  ,  
1609,353.1906125,  ,  ,  
1610,349.2429451,  ,  ,  
1611,356.0797215,  ,  ,  
1612,347.0951815,  ,  ,  
1613,328.6133203,  ,  ,  
1614,320.2976134,  ,  ,  
1615,313.5116512,LOW*,  ,  
1616,318.2428887,  ,  ,  
1617,330.0657583,  ,  ,  
1618,320.9926701,  ,  ,  
1619,331.8425845,  ,  ,  
1620,336.0841286,HIGH*,  ,  
1621,323.0322978,  ,  ,  
1622,318.9961444,  ,  ,  
1623,329.2103419,  ,  ,  
1624,315.9684439,  ,  ,  
1625,317.0104804,  ,  ,  
1626,313.0655316,  ,  ,  
1627,310.4420041,  ,  ,  
1628,320.6622873,  ,  ,  
1629,314.7764719,  ,  ,  
1630,315.9427317,  ,  ,  
1631,285.6473098,  ,  ,  
1632,263.3345748,  ,  ,  
1633,275.0038515,  ,  ,  
1634,287.549521,  ,  ,  
1635,297.5355652,  ,  ,  
1636,284.3423919,  ,  ,  
1637,292.5011146,  ,  ,  
1638,276.2305321,  ,  ,  
1639,268.7555155,  ,  ,  
1640,268.617232,  ,  ,  
1641,224.1081178,  ,  ,  
1642,175.6376406,LOW,LOW,LOW
1643,212.3410114,  ,  ,  
1644,207.5952049,  ,  ,  
1645,199.8248366,  ,  ,  
1646,211.1325184,  ,  ,  
1647,216.8946949,  ,  ,  
1648,211.9198539,  ,  ,  
1649,227.9042104,  ,  ,  
1650,233.6473828,  ,  ,  
1651,233.1328524,  ,  ,  
1652,249.0821239,  ,  ,  
1653,254.5179413,  ,  ,  
1654,273.9522449,HIGH,  ,  
1655,264.7538045,  ,  ,  
1656,235.7358404,  ,  ,  
1657,233.9573735,  ,  ,  
1658,228.8961899,  ,  ,  
1659,217.332156,  ,  ,  
1660,227.1113013,  ,  ,  
1661,240.0924199,  ,  ,  
1662,227.7756958,  ,  ,  
1663,226.7811341,  ,  ,  
1664,217.0111511,LOW,  ,  
1665,222.7249693,  ,  ,  
1666,228.6471274,  ,  ,  
1667,224.0359889,  ,  ,  
1668,220.7684939,  ,  ,  
1669,220.8881543,  ,  ,  
1670,219.4958597,  ,  ,  
1671,222.5832279,  ,  ,  
1672,236.5553638,  ,  ,  
1673,257.6276958,HIGH,  ,  
1674,234.445803,LOW,  ,  
1675,235.0861268,  ,  ,  
1676,243.9057943,  ,  ,  
1677,235.9952323,  ,  ,  
1678,241.8722539,  ,  ,  
1679,245.5307753,  ,  ,  
1680,245.5960026,  ,  ,  
1681,236.6906683,  ,  ,  
1682,239.0660178,  ,  ,  
1683,239.8692621,  ,  ,  
1684,238.236111,  ,  ,  
1685,237.0444024,  ,  ,  
1686,255.1167744,  ,  ,  
1687,254.9484486,  ,  ,  
1688,260.6513308,  ,  ,  
1689,276.3226137,  ,  ,  
1690,282.7059009,HIGH*,  ,  
1691,273.4475365,  ,  ,  
