No,CP,Cycle20,Cycle80,Cycle320
2507,2225.700867,  ,  ,  
2508,2284.715797,  ,  ,  
2509,2167.264478,  ,  ,  
2510,2299.43261,  ,  ,  
2511,2399.887632,  ,  ,  
2512,2479.423894,  ,  ,  
2513,2549.551952,  ,  ,  
2514,2524.993834,  ,  ,  
2515,2685.318917,  ,  ,  
2516,2871.341677,  ,  ,  
2517,2706.760009,  ,  ,  
2518,2802.563547,  ,  ,  
2519,2804.872267,  ,  ,  
2520,2916.32786,  ,  ,  
2521,2974.214559,HIGH,HIGH,HIGH*
2522,2665.43327,  ,  ,  
2523,2707.137824,  ,  ,  
2524,2443.824451,  ,  ,  
2525,2409.886764,LOW,  ,  
2526,2476.359095,  ,  ,  
2527,2652.755363,  ,  ,  
2528,2508.214207,  ,  ,  
2529,2589.642213,  ,  ,  
2530,2733.226556,HIGH,  ,  
2531,2639.261314,  ,  ,  
2532,2686.647514,  ,  ,  
2533,2685.870471,  ,  ,  
2534,2562.189149,  ,  ,  
2535,2497.728941,  ,  ,  
2536,2426.365051,  ,  ,  
2537,2530.345536,  ,  ,  
2538,2562.792264,  ,  ,  
2539,2540.443032,  ,  ,  
2540,2452.712064,  ,  ,  
2541,2412.366213,LOW,  ,  
2542,2518.872187,  ,  ,  
2543,2551.927432,  ,  ,  
2544,2599.74475,  ,  ,  
2545,2608.104891,HIGH,  ,  
2546,2603.195474,  ,  ,  
2547,2495.780922,  ,  ,  
2548,2553.494158,  ,  ,  
2549,2506.173214,  ,  ,  
2550,2319.366897,  ,  ,  
2551,2319.167441,  ,  ,  
2552,2374.886266,  ,  ,  
2553,2343.738348,  ,  ,  
2554,2214.825237,  ,  ,  
2555,1989.63319,  ,  ,  
2556,1910.749542,LOW,LOW,LOW*
2557,2215.746296,  ,  ,  
2558,2303.761146,  ,  ,  
2559,2257.065236,  ,  ,  
2560,2823.897926,  ,  ,  
2561,2666.139718,  ,  ,  
2562,2829.754055,  ,  ,  
2563,2753.243865,  ,  ,  
2564,2755.159524,  ,  ,  
2565,2558.692999,  ,  ,  
2566,2522.324646,  ,  ,  
2567,2665.147546,  ,  ,  
2568,2793.833485,  ,  ,  
2569,2706.450765,  ,  ,  
2570,2749.384528,  ,  ,  
2571,2862.611291,HIGH*,  ,  
2572,2727.389182,  ,  ,  
2573,2690.145672,LOW*,  ,  
2574,2789.746312,  ,  ,  
2575,2860.272843,  ,  ,  
2576,3237.423363,  ,  ,  
2577,3230.116709,  ,  ,  
2578,3392.562419,  ,  ,  
2579,3425.676617,  ,  ,  
2580,3347.215432,  ,  ,  
2581,3437.032155,  ,  ,  
2582,3660.520537,  ,  ,  
2583,3871.082406,  ,  ,  
2584,4063.801053,  ,  ,  
2585,4304.603931,  ,  ,  
2586,4160.030546,  ,  ,  
2587,4364.678575,HIGH*,  ,  
2588,4308.516861,  ,  ,  
2589,4108.507162,  ,  ,  
2590,4160.332457,  ,  ,  
2591,4085.810394,  ,  ,  
2592,3992.626035,LOW*,  ,  
2593,4074.330461,  ,  ,  
2594,4146.915345,  ,  ,  
2595,4325.816428,  ,  ,  
2596,4353.131773,  ,  ,  
2597,4341.978717,  ,  ,  
2598,4344.903445,  ,  ,  
2599,4379.763921,  ,  ,  
2600,4600.456831,  ,  ,  
2601,4586.632737,  ,  ,  
2602,4740.356218,  ,  ,  
2603,4918.166245,HIGH,HIGH,  
2604,4595.020018,  ,  ,  
2605,4625.296314,  ,  ,  
2606,4374.753496,  ,  ,  
2607,4454.052538,  ,  ,  
2608,4607.51653,  ,  ,  
2609,4635.111876,  ,  ,  
2610,4345.457656,  ,  ,  
2611,4335.59345,  ,  ,  
2612,4261.843521,  ,  ,  
2613,4212.547573,  ,  ,  
2614,4164.319434,  ,  ,  
2615,3887.118587,  ,  ,  
2616,3247.468739,LOW,LOW,  
2617,3699.222944,  ,  ,  
2618,3711.234351,  ,  ,  
2619,3711.856204,  ,  ,  
2620,4080.428443,  ,  ,  
2621,3925.73619,  ,  ,  
2622,3895.777079,  ,  ,  
2623,3617.243466,  ,  ,  
2624,3619.213718,  ,  ,  
2625,3775.600594,  ,  ,  
2626,3676.896944,  ,  ,  
2627,3918.738071,  ,  ,  
2628,3890.090937,  ,  ,  
2629,4207.787485,  ,  ,  
2630,4187.769796,  ,  ,  
2631,4155.01012,  ,  ,  
2632,4334.544613,  ,  ,  
2633,4382.086898,  ,  ,  
2634,4386.875715,HIGH*,  ,  
2635,4306.564642,  ,  ,  
2636,4216.684821,LOW*,  ,  
2637,4319.420916,  ,  ,  
2638,4365.91571,  ,  ,  
2639,4438.855933,  ,  ,  
2640,4600.739797,  ,  ,  
2641,4777.534657,  ,  ,  
2642,4741.077915,  ,  ,  
2643,4814.967118,  ,  ,  
2644,5393.668983,  ,  ,  
2645,5614.077515,  ,  ,  
2646,5785.738315,  ,  ,  
2647,5689.86506,  ,  ,  
2648,5756.148812,  ,  ,  
2649,5590.416324,  ,  ,  
2650,5583.870426,  ,  ,  
2651,5708.312991,  ,  ,  
2652,6000.88313,  ,  ,  
2653,6030.207893,HIGH*,  ,  
2654,5996.598139,  ,  ,  
2655,5888.250017,  ,  ,  
2656,5517.775353,LOW*,,  
2657,5736.017802,  ,  ,  
2658,5900.317729,  ,  ,  
2659,5771.945046,  ,  ,  
2660,5762.388577,  ,  ,  
2661,6174.728845,  ,  ,  
2662,6119.256384,  ,  ,  
2663,6428.514637,  ,  ,  
2664,6726.411835,  ,  ,  
2665,7043.777939,  ,  ,  
2666,7198.632111,  ,  ,  
2667,7420.498079,  ,  ,  
2668,7371.13903,  ,  ,  
2669,6985.263844,  ,  ,  
2670,7118.202544,  ,  ,  
2671,7451.212787,HIGH,HIGH*,  
2672,7117.73805,  ,  ,  
2673,6620.567336,  ,  ,  
2674,6346.721449,  ,  ,  
2675,5829.097828,LOW,LOW*,  
2676,6519.445172,  ,  ,  
2677,6592.374397,  ,  ,  
2678,7257.373212,  ,  ,  
2679,7833.704433,  ,  ,  
2680,7729.03327,  ,  ,  
2681,7796.154241,  ,  ,  
2682,8018.320688,  ,  ,  
2683,8269.874257,  ,  ,  
2684,8091.998084,  ,  ,  
2685,8249.59733,  ,  ,  
2686,8071.669821,  ,  ,  
2687,8232.422333,  ,  ,  
2688,8760.165442,  ,  ,  
2689,9319.903315,  ,  ,  
2690,9730.728579,  ,  ,  
2691,9932.19418,  ,  ,  
2692,9800.027552,  ,  ,  
2693,9996.714972,  ,  ,  
2694,10808.95833,  ,  ,  
2695,10934.85999,  ,  ,  
2696,11213.94266,  ,  ,  
2697,11562.12857,  ,  ,  
2698,11736.75407,  ,  ,  
2699,13992.13234,  ,  ,  
2700,17032.29338,HIGH*,  ,  
2701,16298.48734,  ,  ,  
2702,15050.02195,LOW*,  ,  
2703,15474.99954,  ,  ,  
2704,16873.49778,  ,  ,  
2705,17433.93074,  ,  ,  
2706,16515.15257,  ,  ,  
2707,16602.8928,  ,  ,  
2708,17702.00217,  ,  ,  
2709,19640.51388,HIGH,HIGH,HIGH
2710,19250.46765,  ,  ,  
2711,18982.02502,  ,  ,  
2712,17653.32609,  ,  ,  
2713,16453.62726,  ,  ,  
2714,15633.83365,  ,  ,  
2715,14305.71834,  ,  ,  
2716,14910.8581,  ,  ,  
2717,14026.34687,  ,  ,  
2718,14080.94226,  ,  ,  
2719,15727.14548,  ,  ,  
2720,15389.00057,  ,,  
2721,14289.45221,  ,  ,  
2722,14571.74608,  ,  ,  
2723,12948.71588,LOW,  ,  
2724,13921.48064,  ,  ,  
2725,13464.65361,  ,  ,  
2726,14754.3222,  ,  ,  
2727,15010.28616,  ,  ,  
2728,15070.3008,  ,  ,  
2729,16997.22741,  ,  ,  
2730,17103.58928,HIGH,  ,  
2731,16231.695,  ,  ,  
2732,14937.41509,  ,  ,  
2733,14378.58622,  ,  ,  
2734,14669.08827,  ,  ,  
2735,13186.75494,  ,  ,  
2736,13789.44366,  ,  ,  
2737,14231.22506,  ,  ,  
2738,13681.06546,  ,  ,  
2739,13591.6962,  ,  ,  
2740,11431.04011,  ,  ,  
2741,11159.60859,  ,  ,  
2742,11246.03973,  ,  ,  
2743,11440.25556,  ,  ,  
2744,12768.40459,  ,  ,  
2745,11422.39426,  ,  ,  
2746,10737.35058,LOW,  ,  
2747,10849.39188,  ,  ,  
2748,11225.89617,  ,  ,  
2749,11130.46495,  ,  ,  
2750,11035.55461,  ,  ,  
2751,11320.97019,  ,  ,  
2752,11615.95871,HIGH,  ,  
2753,11132.55431,  ,  ,  
2754,9959.546715,  ,  ,  
2755,10050.0958,  ,  ,  
2756,9039.865075,  ,  ,  
2757,8786.07738,  ,  ,  
2758,9132.100322,  ,  ,  
2759,8250.526896,  ,  ,  
2760,6849.542559,LOW,LOW,  
2761,7738.64396,  ,  ,  
2762,7624.59539,  ,  ,  
2763,8218.580852,  ,  ,  
2764,8660.453468,  ,  ,  
2765,8530.292805,  ,  ,  
2766,8096.728481,  ,  ,  
2767,8907.670179,  ,  ,  
2768,8523.966932,  ,  ,  
2769,9467.301033,  ,  ,  
2770,10106.73308,  ,  ,  
2771,10189.31648,  ,  ,  
2772,11085.59841,  ,  ,  
2773,10452.09198,  ,  ,  
2774,11139.35573,  ,  ,  
2775,11245.93232,HIGH,  ,  
2776,10458.86509,  ,  ,  
2777,9878.158943,  ,  ,  
2778,10159.06561,  ,  ,  
2779,9686.60178,  ,  ,  
2780,9603.227477,LOW,  ,  
2781,10312.36571,  ,  ,  
2782,10654.10729,  ,  ,  
2783,10307.02497,  ,  ,  
2784,10923.63086,  ,  ,  
2785,11014.05847,  ,  ,  
2786,11425.68057,  ,  ,  
2787,11462.5832,  ,  ,  
2788,11540.66232,HIGH,HIGH,  
2789,10677.03523,  ,  ,  
2790,9903.085049,  ,  ,  
2791,9330.475453,  ,  ,  
2792,9278.139184,  ,  ,  
2793,8786.560423,  ,  ,  
2794,9513.5354,  ,  ,  
2795,9147.890181,  ,  ,  
2796,9160.542933,  ,  ,  
2797,8222.127239,  ,  ,  
2798,8268.589122,  ,  ,  
2799,8376.904498,  ,  ,  
2800,7881.661921,LOW,  ,  
2801,8189.016719,  ,  ,  
2802,8537.015623,  ,  ,  
2803,8895.547179,HIGH,  ,  
2804,8879.594257,  ,  ,  
2805,8710.664935,  ,  ,  
2806,8771.746323,  ,  ,  
2807,8610.988516,  ,  ,  
2808,8440.610923,  ,  ,  
2809,8171.184354,  ,  ,  
2810,7837.265319,  ,  ,  
2811,7933.64273,  ,  ,  
2812,7108.570813,  ,  ,  
2813,6832.149066,  ,  ,  
2814,6922.281297,  ,  ,  
2815,6804.524879,  ,  ,  
2816,7033.25961,  ,  ,  
2817,7420.800515,  ,  ,  
2818,6780.543601,  ,  ,  
2819,6798.422617,  ,  ,  
2820,6610.49235,LOW,LOW,  
2821,6886.469472,  ,  ,  
2822,7009.996104,  ,  ,  
2823,6736.892824,  ,  ,  
2824,6816.718615,  ,  ,  
2825,6944.785857,  ,  ,  
2826,7904.330275,  ,  ,  
2827,7919.064695,  ,  ,  
2828,8006.417943,  ,  ,  
2829,8342.271101,  ,  ,  
2830,8046.982134,  ,  ,  
2831,7887.737958,  ,  ,  
2832,8162.834862,  ,  ,  
2833,8272.967316,  ,  ,  
2834,8839.501132,  ,  ,  
2835,8863.540829,  ,  ,  
2836,8800.959087,  ,  ,  
2837,8930.784634,  ,  ,  
2838,9652.213789,HIGH*,  ,  
2839,8855.508937,LOW*,  ,  
2840,9264.727427,  ,  ,  
2841,8981.33079,  ,  ,  
2842,9341.824685,  ,  ,  
2843,9396.99763,  ,  ,  
2844,9228.726484,  ,  ,  
2845,9072.168757,  ,  ,  
2846,9204.127641,  ,  ,  
2847,9750.700146,  ,  ,  
2848,9696.64291,  ,  ,  
2849,9795.925772,HIGH,HIGH,  
2850,9595.086819,  ,  ,  
2851,9339.510847,  ,  ,  
2852,9212.369635,  ,  ,  
2853,9293.042274,  ,  ,  
2854,9037.530509,  ,  ,  
2855,8419.758587,LOW*,  ,  
2856,8485.775267,  ,  ,  
2857,8695.833094,HIGH*,  ,  
2858,8671.074175,  ,  ,  
2859,8488.463421,  ,  ,  
2860,8327.756201,  ,  ,  
2861,8050.516239,  ,  ,  
2862,8233.086455,  ,  ,  
2863,8229.482936,  ,  ,  
2864,8511.44883,  ,  ,  
2865,8398.623127,  ,  ,  
2866,8007.526532,  ,  ,  
2867,7520.867679,  ,  ,  
2868,7575.624486,  ,  ,  
2869,7425.375674,  ,  ,  
2870,7326.303186,  ,  ,  
2871,7338.193044,  ,  ,  
2872,7110.823882,LOW,  ,  
2873,7453.633725,  ,  ,  
2874,7374.669049,  ,  ,  
2875,7478.741867,  ,  ,  
2876,7519.835737,  ,  ,  
2877,7637.448253,  ,  ,  
2878,7702.157933,HIGH,  ,  
2879,7486.6532,  ,  ,  
2880,7611.149853,  ,  ,  
2881,7650.775807,  ,  ,  
2882,7665.947896,  ,  ,  
2883,7622.60233,  ,  ,  
2884,7556.171698,  ,  ,  
2885,6744.735801,  ,  ,  
2886,6849.452687,  ,  ,  
2887,6526.69968,  ,  ,  
2888,6306.513168,LOW*,  ,  
2889,6629.770124,  ,  ,  
2890,6399.674046,  ,  ,  
2891,6495.315309,  ,  ,  
2892,6450.693973,  ,  ,  
2893,6703.81259, ,  ,  
2894,6732.508809,  ,  ,  
2895,6753.206826,HIGH*,  ,  
2896,6720.373234,  ,  ,  
2897,6059.575859,  ,  ,  
2898,6174.225779,  ,  ,  
2899,6146.487195,  ,  ,  
2900,6243.535441,  ,  ,  
2901,6096.128766,  ,  ,  
2902,6139.189683,  ,  ,  
2903,5858.635778,LOW,LOW,LOW
2904,6220.913715,  ,  ,  
2905,6375.541231,  ,  ,  
2906,6361.402539,  ,  ,  
2907,6608.367157,  ,  ,  
2908,6498.307859,  ,  ,  
2909,6579.333376,  ,  ,  
2910,6535.298403,  ,  ,  
2911,6598.459096,  ,  ,  
2912,6737.85608,HIGH,  ,  
2913,6704.91998,  ,  ,  
2914,6664.024094,  ,  ,  
2915,6309.084004,  ,  ,  
2916,6377.976511,  ,  ,  
2917,6159.466676,LOW,  ,  
2918,6208.985572,  ,  ,  
2919,6255.112479,  ,  ,  
2920,6347.604274,  ,  ,  
2921,6710.807437,  ,  ,  
2922,7320.594828,  ,  ,  
2923,7376.038339,  ,  ,  
2924,7467.034298,  ,  ,  
2925,7327.256683,  ,  ,  
2926,7410.56562,  ,  ,  
2927,7399.483747,  ,  ,  
2928,7716.158627,  ,  ,  
2929,8397.616522,HIGH,HIGH,HIGH
2930,8202.720395,  ,  ,  
2931,7913.930778,  ,  ,  
2932,8173.774611,  ,  ,  
2933,8190.360057,  ,  ,  
2934,8229.605839,  ,  ,  
2935,8171.839519,  ,  ,  
2936,7725.133036,  ,  ,  
2937,7596.698012,  ,  ,  
2938,7542.694662,  ,  ,  
2939,7411.34425,  ,  ,  
2940,7002.208653,  ,  ,  
2941,7031.587751,  ,  ,  
2942,6929.990894,  ,  ,  
2943,6722.578433,  ,  ,  
2944,6267.388674,  ,  ,  
2945,6558.096908,  ,  ,  
2946,6135.751859,LOW,LOW,  
2947,6313.749312,  ,  ,  
2948,6314.691656,  ,  ,  
2949,6265.848044,  ,  ,  
2950,6184.829086,  ,  ,  
2951,6270.214799,  ,  ,  
2952,6290.750455,  ,  ,  
2953,6563.078289,  ,  ,  
2954,6399.287447,  ,  ,  
2955,6490.716127,  ,  ,  
2956,6272.952729,  ,  ,  
2957,6473.076039,  ,  ,  
2958,6365.009832,  ,  ,  
2959,6516.409025,  ,  ,  
2960,6697.731879,  ,  ,  
2961,6745.438939,  ,  ,  
2962,6689.869333,  ,  ,  
2963,6839.158952,  ,  ,  
2964,7092.973808,  ,  ,  
2965,7033.428068,  ,  ,  
2966,6966.963744,  ,  ,  
2967,7025.14078,  ,  ,  
2968,7192.352547,  ,  ,  
2969,7286.667791,  ,  ,  
2970,7257.470214,  ,  ,  
2971,7358.811479,HIGH,HIGH,  
2972,6790.897328,  ,  ,  
2973,6488.075937,  ,  ,  
2974,6408.653622,  ,  ,  
2975,6187.790502,LOW,  ,  
2976,6249.24631,  ,  ,  
2977,6295.388603,  ,  ,  
2978,6278.42464,  ,  ,  
2979,6327.536363,  ,  ,  
2980,6490.912316,  ,  ,  
2981,6494.695479,  ,  ,  
2982,6524.165667,  ,  ,  
2983,6497.404701,  ,  ,  
2984,6258.594875,  ,  ,  
2985,6340.34779,  ,  ,  
2986,6383.951876,  ,  ,  
2987,6498.607111,  ,  ,  
2988,6741.142899,HIGH,  ,  
2989,6705.476051,  ,  ,  
2990,6703.13685,  ,  ,  
2991,6576.545003,  ,  ,  
2992,6416.444022,LOW,  ,  
2993,6463.250404,  ,  ,  
2994,6677.900489,HIGH,  ,  
2995,6623.12616,  ,  ,  
2996,6584.499148,  ,  ,  
2997,6604.485028,  ,  ,  
2998,6561.813832,  ,  ,  
2999,6508.720939,  ,  ,  
3000,6464.456844,  ,  ,  
3001,6545.285668,  ,  ,  
3002,6585.14958,  ,  ,  
3003,6550.478316,  ,  ,  
3004,6564.56826,  ,  ,  
3005,6604.685274,  ,  ,  
3006,6590.428622,  ,  ,  
3007,6529.102436,  ,  ,  
3008,6159.251643,LOW,LOW,  
3009,6191.677223,  ,  ,  
3010,6197.685696,  ,  ,  
3011,6182.879344,  ,  ,  
3012,6442.715414,  ,  ,  
3013,6461.937159,HIGH,  ,  
3014,6442.7307,  ,  ,  
3015,6396.479812,  ,  ,  
3016,6383.07784,  ,  ,  
3017,6408.252746,  ,  ,  
3018,6415.340503,  ,  ,  
3019,6408.033636,  ,  ,  
3020,6395.987667,  ,  ,  
3021,6413.803641,  ,  ,  
3022,6402.324859,  ,  ,  
3023,6404.108552,  ,  ,  
3024,6409.405328,  ,  ,  
3025,6406.633253,  ,  ,  
3026,6263.041735,LOW,  ,  
3027,6272.167728,  ,  ,  
3028,6306.316931,  ,  ,  
3029,6342.977501,  ,  ,  
3030,6348.168583,  ,  ,  
3031,6332.434133,  ,  ,  
3032,6420.422,  ,  ,  
3033,6402.946839,  ,  ,  
3034,6441.145219,  ,  ,  
3035,6500.869805,HIGH,HIGH,  
3036,6406.752937,  ,  ,  
3037,6331.378767,  ,  ,  
3038,6353.112734,  ,  ,  
3039,6335.414204,  ,  ,  
3040,6320.656054,  ,  ,  
3041,6267.937991,  ,  ,  
3042,5574.258349,  ,  ,  
3043,5538.560608,  ,  ,  
3044,5496.016231,  ,  ,  
3045,5501.09234,  ,  ,  
3046,5555.376338,  ,  ,  
3047,4792.200024,  ,  ,  
3048,4317.53067,  ,  ,  
3049,4549.32201,  ,  ,  
3050,4303.615549,  ,  ,  
3051,4289.892853,  ,  ,  
3052,3806.316925,  ,  ,  
3053,3946.850874,  ,  ,  
3054,3700.285993,LOW*,  ,  
3055,3776.555905,  ,  ,  
3056,4208.475269,  ,  ,  
3057,4239.039488,HIGH*,  ,  
3058,3973.334052,  ,  ,  
3059,4148.073726,  ,  ,  
3060,4098.746764,  ,  ,  
3061,3843.976666,  ,  ,  
3062,3892.951647,  ,  ,  
3063,3709.520858,  ,  ,  
3064,3511.968982,  ,  ,  
3065,3372.995693,  ,  ,  
3066,3407.951195,  ,  ,  
3067,3540.439576,  ,  ,  
3068,3413.592584,  ,  ,  
3069,3352.5642,  ,  ,  
3070,3423.012918,  ,  ,  
3071,3260.341582,  ,  ,  
3072,3198.947474,  ,  ,  
3073,3185.074044,LOW,LOW,LOW
3074,3195.414555,  ,  ,  
3075,3499.156482,  ,  ,  
3076,3659.527379,  ,  ,  
3077,3697.725303,  ,  ,  
3078,4067.737708,HIGH,HIGH,  
3079,3839.085108,  ,  ,  
3080,3964.946116,  ,  ,  
3081,3942.666996,  ,  ,  
3082,4040.04579,  ,  ,  
3083,3761.584011,  ,  ,  
3084,3807.657454,  ,  ,  
3085,3585.460536,LOW,  ,  
3086,3881.054885,  ,  ,  
3087,3823.138326,  ,  ,  
3088,3825.407463,  ,  ,  
3089,3687.19994,  ,  ,  
3090,3808.117832,  ,  ,  
3091,3898.197488,  ,  ,  
3092,3784.388635,  ,  ,  
3093,3827.524594,  ,  ,  
3094,3798.613955,  ,  ,  
3095,4045.993775,HIGH,  ,  
3096,4001.018278,  ,  ,  
3097,3992.622789,  ,  ,  
3098,4004.259036,  ,  ,  
3099,3627.90345,  ,  ,  
3100,3624.161421,  ,  ,  
3101,3617.022078,  ,  ,  
3102,3508.670108,LOW*,  ,  
3103,3666.945194,  ,  ,  
3104,3581.293015,  ,  ,  
3105,3606.986576,  ,  ,  
3106,3640.129131,  ,  ,  
3107,3609.426736,  ,  ,  
3108,3687.301961,HIGH*,  ,  
3109,3538.313723,  ,  ,  
3110,3535.623393,  ,  ,  
3111,3577.30835,  ,  ,  
3112,3551.893821,  ,  ,  
3113,3567.588934,  ,  ,  
3114,3561.350498,  ,  ,  
3115,3557.039915,  ,  ,  
3116,3537.614131,  ,  ,  
3117,3435.052514,  ,  ,  
3118,3395.823763,  ,  ,  
3119,3437.895866,  ,  ,  
3120,3410.131616,  ,  ,  
3121,3445.049891,  ,  ,  
3122,3461.935117,  ,  ,  
3123,3413.021616,  ,  ,  
3124,3411.387962,  ,  ,  
3125,3426.465011,  ,  ,  
3126,3367.506365,  ,  ,  
3127,3358.873599,LOW,LOW,  
3128,3612.479619,  ,  ,  
3129,3621.268121,  ,  ,  
3130,3642.022359,  ,  ,  
3131,3590.618484,  ,  ,  
3132,3587.902466,  ,  ,  
3133,3576.085373,  ,  ,  
3134,3561.916383,  ,  ,  
3135,3565.006924,  ,  ,  
3136,3584.736003,  ,  ,  
3137,3622.757429,  ,  ,  
3138,3866.129217,  ,  ,  
3139,3895.435211,  ,  ,  
3140,3931.613829,  ,  ,  
3141,3892.261794,  ,  ,  
3142,3948.300511,  ,  ,  
3143,4110.151121,HIGH,  ,  
3144,3754.18379,  ,  ,  
3145,3822.018697,  ,  ,  
3146,3796.175068,  ,  ,  
3147,3799.381992,  ,  ,  
3148,3792.947723,  ,  ,  
3149,3810.632693,  ,  ,  
3150,3809.643391,  ,  ,  
3151,3782.38187,  ,  ,  
3152,3698.161855,LOW,  ,  
3153,3840.128049,  ,  ,  
3154,3851.998425,  ,  ,  
3155,3855.923168,  ,  ,  
3156,3839.233553,  ,  ,  
3157,3910.361167,  ,  ,  
3158,3903.911951,  ,  ,  
3159,3851.568922,  ,  ,  
3160,3858.914824,  ,  ,  
3161,3851.957466,  ,  ,  
3162,3853.783265,  ,  ,  
3163,3901.914207,  ,  ,  
3164,3989.796077,  ,  ,  
3165,3967.143494,  ,  ,  
3166,3969.440146,  ,  ,  
3167,3996.167904,  ,,  
3168,4030.655276,HIGH*,  ,  
3169,3976.27385,  ,  ,  
3170,3983.887646,  ,  ,  
3171,3981.776033,  ,  ,  
3172,3970.666988,  ,  ,  
3173,3908.238839,LOW*,  ,  
3174,3917.763402,  ,  ,  
3175,4027.007918,  ,  ,  
3176,4010.937462,  ,  ,  
3177,4089.46104,  ,  ,  
3178,4091.891038,  ,  ,  
3179,4094.317815,  ,  ,  
3180,4138.417808,  ,  ,  
3181,4903.719462,  ,  ,  
3182,4960.227603,  ,  ,  
3183,4911.269702,  ,  ,  
3184,5033.225484,  ,  ,  
3185,5044.356846,  ,  ,  
3186,5189.111956,  ,  ,  
3187,5283.423025,  ,  ,  
3188,5195.577909,  ,  ,  
3189,5311.741603,HIGH,HIGH,  
3190,5050.666009,  ,  ,  
3191,5082.861432,  ,  ,  
3192,5074.790693,  ,  ,  
3193,5156.804041,  ,  ,  
3194,5042.897738,LOW,LOW,  
3195,5205.962957,  ,  ,  
3196,5226.352215,  ,  ,  
3197,5278.50234,  ,  ,  
3198,5289.951219,  ,  ,  
3199,5313.973262,  ,  ,  
3200,5295.733828,  ,  ,  
3201,5383.799975,  ,  ,  
3202,5544.862712,  ,  ,  
3203,5431.94792,  ,  ,  
3204,5127.673167,  ,  ,  
3205,5150.164661,  ,  ,  
3206,5181.807764,  ,  ,  
3207,5148.669615,  ,  ,  
3208,5148.800493,  ,  ,  
3209,5266.618203,  ,,  
3210,5315.175329,  ,  ,  
3211,5393.129376,  ,  ,  
3212,5658.430388,  ,  ,  
3213,5774.712429,HIGH*,  ,  
3214,5728.351702,  ,  ,  
3215,5691.688374,LOW*,  ,  
3216,5825.744893,  ,  ,  
3217,5931.800595,  ,  ,  
3218,6150.140445,  ,  ,  
3219,6357.463494,  ,  ,  
3220,7325.08286,  ,  ,  
3221,6942.623175,  ,  ,  
3222,7798.905736,  ,  ,  
3223,7955.557682,  ,  ,  
3224,8215.206838,HIGH,  ,  
3225,7862.071602,  ,  ,  
3226,7326.920682,  ,  ,  
3227,7277.987563,LOW,  ,  
3228,8219.742787,  ,  ,  
3229,7981.139379,  ,  ,  
3230,7983.808477,  ,  ,  
3231,7667.902115,  ,  ,  
3232,7897.471294,  ,  ,  
3233,7987.100368,  ,  ,  
3234,8061.591761,  ,  ,  
3235,8731.524956,  ,  ,  
3236,8816.786708,HIGH,HIGH*,  
3237,8719.125848,  ,  ,  
3238,8655.488506,  ,  ,  
3239,8271.621963,  ,  ,  
3240,8556.222186,  ,  ,  
3241,8554.80733,  ,  ,  
3242,8744.353745,  ,  ,  
3243,8173.401271,  ,  ,  
3244,7649.939332,  ,  ,  
3245,7798.544466,  ,  ,  
3246,7776.713326,  ,  ,  
3247,8023.950093,  ,  ,  
3248,7939.805155,  ,  ,  
3249,7634.065751,LOW,LOW*,  
3250,7993.302539,  ,  ,  
3251,7922.483627,  ,  ,  
3252,8146.756125,  ,  ,  
3253,8232.777341,  ,  ,  
3254,8698.004815,  ,  ,  
3255,8850.584816,  ,  ,  
3256,9019.517007,  ,  ,  
3257,9340.572189,  ,,  
3258,9047.132744,  ,  ,  
3259,9285.055677,  ,  ,  
3260,9546.719778,  ,  ,  
3261,10083.48631,  ,  ,  
3262,10685.29523,  ,  ,  
3263,10794.4277,  ,  ,  
3264,11004.20691,  ,  ,  
3265,11726.26383,  ,  ,  
3266,12863.46068,HIGH,HIGH,HIGH
3267,11109.79784,  ,  ,  
3268,12358.20796,  ,  ,  
3269,11944.35155,  ,  ,  
3270,10842.61671,  ,  ,  
3271,10569.55173,LOW,  ,  
3272,10766.08332,  ,  ,  
3273,11952.02489,  ,  ,  
3274,11177.01038,  ,  ,  
3275,10998.3991,  ,  ,  
3276,11208.2256,  ,  ,  
3277,11456.1836,  ,  ,  
3278,12319.62288,  ,  ,  
3279,12579.10762,HIGH,  ,  
3280,12106.78293,  ,  ,  
3281,11294.67803,  ,  ,  
3282,11813.32372,  ,  ,  
3283,11346.83715,  ,  ,  
3284,10283.07579,  ,  ,  
3285,10926.38027,  ,  ,  
3286,9471.140865,  ,  ,  
3287,9674.882461,  ,  ,  
3288,10679.89069,  ,  ,  
3289,10532.20273,  ,  ,  
3290,10862.64855,  ,  ,  
3291,10589.70649,  ,  ,  
3292,10318.56093,  ,  ,  
3293,9866.64894,  ,  ,  
3294,9792.787537,  ,  ,  
3295,9897.186786,  ,  ,  
3296,9836.696788,  ,  ,  
3297,9446.672052,LOW,LOW,  
3298,9529.788792,  ,  ,  
3299,9504.158916,  ,  ,  
3300,9589.109206,  ,  ,  
3301,10059.00402,  ,  ,  
3302,10400.30701,  ,  ,  
3303,10529.69445,  ,  ,  
3304,10810.42167,  ,  ,  
3305,10986.50893,  ,  ,  
3306,11790.02394,  ,  ,  
3307,11423.497,  ,  ,  
3308,11967.27355,HIGH,HIGH,  
3309,11938.23461,  ,  ,  
3310,11858.3411,  ,  ,  
3311,11303.73056,  ,  ,  
3312,11530.19524,  ,  ,  
3313,11384.69625,  ,  ,  
3314,10867.05476,  ,  ,  
3315,10024.37959,LOW*,  ,  
3316,10310.08587,  ,  ,  
